dataset,chapter_number,sentence_number,source_form,target_form,context_snippet
noli,18,143,pumapanhic,pumapanhik,"Nararamdaman ni Sisang tumitiboc ng buong lacas ang canyang puso, samantalang pumapanhic siya sa hagdanan; hindi pa niya nalalaman kung ano ang canyang sasabihin sa pari upang mapahupa ang galit, at kung ano ang mga catuwirang canyang isasaysay upang maipagsanggalang ang canyang anak."
noli,18,147,boong,buong,"Nagpapacarahan siya ng boong kaya upang huwag umingay, unti-unting siya'y pumanhic, at nakikinig siya ng mainam at nagbabaca-sacaling marinig niya ang isang voces na kilala, voces na sariwa voces bata."
noli,18,147,pumanhic,pumanhik,"Nagpapacarahan siya ng buong kaya upang huwag umingay, unti-unting siya'y pumanhic, at nakikinig siya ng mainam at nagbabaca-sacaling marinig niya ang isang voces na kilala, voces na sariwa voces bata."
noli,18,149,pagcacatanggap,pagkakatanggap,Diya'y minasdan niya ang lahat ng mga suloc; malamig ang pagcacatanggap sa kanya ng mga alila at ng mga sacritan.
noli,18,169,pagcapagnacaw,pagkapagnacaw,"—anang alila;—natira nga rito; ngunit pagkatapos ... pagkatapos ay nagtanan, pagcapagnacaw ng maraming bagay."
noli,18,177,boong,buong,"Nanambitan si Sisa ng boong capaitan, at nagpacaupo sa isang bangco."
noli,19,6,boong,buong,Pinisil ni Ibarra ng boong pag-ibig ang kamay ng binata.
noli,19,16,boong,buong,"—Ngayo'y ginagawa nila ang boong kaya, at sumusulat sila kailan man at macasusulat,—ang isinagot ng binata."
noli,19,26,boong,buong,"—Huwag po ninyong ipalagay na ang tanong ko'y dahil sa isang hangad na walang catuturan—ang muling sinabi ni Ibarra ng boong cataimtiman, na canyang minamasdan ang malayong abot ng tanaw."
noli,19,35,boong,buong,"Nangagsisibasa, nangagsisisulat at kanilang isinasaulo ang malalaking bahagui at ng madalas pang isinasaulo ang mga boong librong wikang kastila, na hindi nawawatasan ang isa man lamang salita ng mga librong iyon?"
noli,19,39,boong,buong,"—ang isinagot na iguinagalaw ng boong calungcutan ang ulo:—hindi lamang nakikibuno ang isang abang maestro sa mga maling caisipan, kung di naman sa mga tanging lakas na macapangyarihan."
noli,19,51,nanhic,nanhik,"Palibhasa'y talastas ko ang canyang asal at nanganganib akong siya'y papaghintay-hintayin, pagdaca'y nanhic ako at nagbigay sa kanya ng magandang araw sa wikang kastila."
noli,19,52,boong,buong,"Ang cura, na ang boong pinacabati ay ang paglalahad sa akin ng kamay upang aking hagcan, pagdaca'y iniurong ito at hindi ako sinagot, at ang ginawa'y ang magpasimula ng paghalakhac ng halakhac-libac."
noli,19,68,boong,buong,"""—Inacala kong siya'y piguilin, ngunit nasoc siya sa canyang cuarto at biglang isinara ng boong lacas ang pinto."
noli,19,70,pagcacagayon,pagkakagayon,"Kung inaalimura ako'y dapat akong howag umimic; kung tumutol ako'y palalayasin ako sa aking pinaghahanapang-buhay at magpacailan ma'y mawawala na sa akin ang catungculan ko, datapwat hindi dahil sa pagcacagayon ko'y mapapacagaling ang pagtuturo, kung di baligtad, makikicampi ang lahat sa cura, caririmariman ako at ako'y tatawaguing hambog, palalo, mapagmataas, masamang cristiano, masama, ang turo ng magulang, at kung magcabihira pa'y sasabihing kaaway ako ng kastila at ""filibustero."
noli,19,76,pagcaalimura,pagkaalimura,"Tunay nga't mula, niyao'y totoong kinasusutan ko na ang aking catungculan; nag-isip akong cumita ng ibang hanap-buhay na gaya ng aking hinalinhan, sa pagka't isang pahirap ang gawa, pagka guinaganap ng masama sa loob at nacapagpapaalaala sa akin ang escuelahan sa araw-araw ng aking pagcaalimura, na siyang naguiguing dahil ng aking pag-langap ng totoong capaitpaitang mga pagpipighati sa mahahabang horas."
noli,19,78,pagcacaroon,pagkakaroon,"Hindi ko mangyaring masabi ang katotohanan sa aking ina; kinacailangang kong sabihing nacapagbibigay ligaya ngayon sa akin ang canyang tatlong taong mga pagpapacahirap upang ako'y magcaroon ng ganitong catungculan; kinacailangang papaniwalain ko siyang ang hanap-buhay ko'y totoong nacapagbibigay dangal; na ang pagpapacapagod ko'y cawiliwili; nasasabugan ng mga bulaclac ang landas; na walang naguiguing bunga ang aking pagtupad ng mga catungculan kung di ang pagcacaroon ng mga kaibigan; na ako'y iguinagalang ng bayan at pinupuspos ng mga paglingap; sa pagka't kung hindi gayon ang aking gawin, bucod sa ako'y na sa casawiang palad na'y papagdadalamhatiin ko pa ang iba, bagay na bakit wala na akong capakinabangan ay ipagcacasala ko pa."
noli,19,81,pagcagaspang,pagkagaspang,"—Mula ng ako'y maalimura ng gayong pagcagaspang-gaspang, sinulit ko ang aking sarili, at nakita kong tunay nga namang napacahangal ako."
noli,19,83,pagcatingin,pagkatingin,"Dahil sa mga bagong caisipang nasunduan ko sa isa't isa ay nagbago ang aking palacad ng bait, at aking nakita ang maraming bagay na iba ang anyo kay sa pagcatingin ko ng una."
noli,19,84,boong,buong,"Nakita kong mga camalian ang mga dating ang boong acala ko'y mga katotohanan, at nakita kong pawang mga katotohanan ang mga ipinalalagay ko ng unang mga camalian."
noli,19,85,pagcatuto,pagkatuto,"Ang mga pamamalo, sa halimbawa, na buhat sa caunaunahang mula'y siyang saguisag ng mga escuelahan, at ang isip ko ng una'y siyang tanging paraang lalong malacas sa pagcatuto,—binihasa tayo sa ganyang ang paniniwala,—aking napagwari ng matapos, na di lamang hindi nacatutulong ng pagsulong ng bata sa pag-aaral, kung di bagcos pang nacasisira sa kanya ng di ano lamang."
noli,19,88,pagcawala,pagkawala,"Napagkilala ko rin namang ang kanilang pagcakita sa araw-araw ng pamamalo'y pumapatay sa kanilang puso ng awa, at pumupugnaw niyang ningas ng dangal, macapangyarihang panggalaw ng daigdig, at nalalakip sa gayon ang pagcawala ng hiya, na mahirap ng totoong muling magbalic."
noli,19,88,pagcakita,pagkakita,"Napagkilala ko rin namang ang kanilang pagcakita sa araw-araw ng pamamalo'y pumapatay sa kanilang puso ng awa, at pumupugnaw niyang ningas ng dangal, macapangyarihang panggalaw ng daigdig, at nalalakip sa gayon ang pagkawala ng hiya, na mahirap ng totoong muling magbalic."
noli,19,93,pagcacatiwala,pagkakatiwala,"Kung hindi natututo sa pinag-aaralan, ipinalalagay kong sa caculangan ng pagsusumakit, kailan ma'y hindi ko sinasabing dahil sa capurulan ng isip; pinapaniniwala ko silang kanilang taglay ang lalong masaganang kaya, kay sa tunay na abot ng kanilang lacas, at ang paniniwalang itong kanilang pinagsisicapang papagtibayin, ang siyang sa kanila'y pumipilit na mag-aral, tulad naman sa pagcacatiwala sa sariling lacas na siyang naghahatid sa cabayanihan."
noli,19,99,boong,buong,"Hindi huminto rito ang aking casaliwaang palad: ng macaraan ang ilang araw ay nangagsirating sa silong ng convento ang mga ama ng mga bata, at nangailangan akong pasaclolo sa boong aking pagtitiis at pagsang-ayon."
noli,19,115,pagcaamis,pagkaamis,"Baga man pinagsisicapan kong magdamot ng pamamalo, at kung namamalo man ako'y pinagagaang ko hanggang sa abot ng kaya; gayon ma'y dinaramdam nila ng malabis ang kanilang pagcaamis, ang kanilang pagcaimbi at nangagsisitangis ng di ugaling saclap."
noli,19,115,pagcaimbi,pagkaimbi,"Baga man pinagsisicapan kong magdamot ng pamamalo, at kung namamalo man ako'y pinagagaang ko hanggang sa abot ng kaya; gayon ma'y dinaramdam nila ng malabis ang kanilang pagkaamis, ang kanilang pagcaimbi at nangagsisitangis ng di ugaling saclap."
noli,19,118,pagcamaramdamin,pagkamaramdamin,"Marahil mamangha po kayo sa aking pagcamaramdamin, ngunit kung kayo'y malagay sa aking catayua'y inyong mapagcucuro."
noli,19,124,pagcacasakit,pagkakasakit,"Nangagsitacas ang mga pinacamagaling, dahil sa panunumbalic ng dating palacad, at sa mga natitira, sa ilang batang kaya pumapasoc sa escuelaha'y ng hindi macagawa sa kanilang bahay, sino ma'y walang bumati sa akin sa aking paggaling: sa ganang kanila'y walang malasakit ang gumaling ako o hindi; marahil lalong inibiig sana nila ang ako'y manatili sa pagcacasakit, sa pagka't tunay nga't lalong mainam mamalo ang maestrong panghalili sa akin, ngunit ang capalit naman nito'y bihirang pumaroon sa pagtuturo sa escuelahan."
noli,19,127,boong,buong,"Gayon man, ang isang anak ng tagabukid, na dumadalaw sa akin sa boong aking pagcacasakit, kaya hindi na pumapasoc ay dahil sa siya'y nagsacristan: sinasabi ng sacristan mayor na hindi raw marapat na magmarani sa escuelahan ang mga sacristan, sa pagka't bababa ang kanilang uri."
noli,19,127,pagcacasakit,pagkakasakit,"Gayon man, ang isang anak ng tagabukid, na dumadalaw sa akin sa buong aking pagcacasakit, kaya hindi na pumapasoc ay dahil sa siya'y nagsacristan: sinasabi ng sacristan mayor na hindi raw marapat na magmarani sa escuelahan ang mga sacristan, sa pagka't bababa ang kanilang uri."
noli,19,132,pagcasayang,pagkasayang,"Sumibol sa akin ang isang bagong pag-asa, at ginawa ko na naman ang isang pamuling pagtikim, at ng huwag malubos na totoo ang pagcasayang ng panahon ng mga bata at pakinabangan hanggang sa abot ng kaya ang mga palo; na ang mga pagcahiyang iyo'y mapag-anihan man lamang nila ng kahi't cacaunting bunga, ang siya kong inisip."
noli,19,132,pagcahiyang,pagkahiyang,"Sumibol sa akin ang isang bagong pag-asa, at ginawa ko na naman ang isang pamuling pagtikim, at ng huwag malubos na totoo ang pagkasayang ng panahon ng mga bata at pakinabangan hanggang sa abot ng kaya ang mga palo; na ang mga pagcahiyang iyo'y mapag-anihan man lamang nila ng kahi't cacaunting bunga, ang siya kong inisip."
noli,19,142,pagcacaiba,pagkakaiba,"Marami sa kanila ang nacasasaulo ng mga ""Misterio"" at ""Trisagio"", datapwat nanganganib akong masayang ang aking mga pagpupumilit tungkol sa kay pari Astete, sa pagka't hindi pa totoong napag-wawari ng marami sa aking mga tinuturuan ang pagcacaiba't iba ng mga tanong at ng mga sagot, at ang dapat na maguing cahulugan ng dalawang ito."
noli,20,3,pagcacahanay,pagkakahanay,"Namamasdan sa isang suloc na nacasandal ng mahusay na pagcacahanay ang may sampong mga lumang fusil na batong pingkian ang pangpaputoc na cahalo ng sableng calawangin, mga espadin at mga talibong: yaon ang mga sandata ng mga ""cuadrillero."
noli,20,30,pagcapoot,pagkapoot,"—Sinabi sa akin ng matanda: ""Kinapopootan po kayo ng inyong mga kaaway ng higuit sa pagcapoot sa inyong mga caisipan."
noli,20,56,ipinamanhic,ipinamanhik,"Itulot nga ninyong ako ang maunang magsalita sa pulong na itong kinakikitaan ko ng mga nalilimping totoong mga litaw na mga tao, gaya na nga ng ginoong casalucuyang capitan, ng capitan pasado, ng kaibigan kong tanging si Don Valenting capitan pasado, ang aking kaibigan sa camusmusang si Don Julio, ang ating bantog na capitan ng mga cuadrillerong si Don Melchor, at marami pang mga caguinoohang di ko na sasabihi't ng huwag akong humaba, na nakikita ng inyong mga camahalang pawang caharap natin ngayon ipinamanhic ko po sa inyong mga camahalan ipahintulot na ako'y macapagsalita bago magsalita ang ibang sino man ¿Magtatamo kaya ako ng capalarang pahinuhod ang capulungan sa aking mapacumbabang capamanhican?"
noli,20,57,boong,buong,At saka yumucod ang mananalumpati ng boong paggalang at ga ngumingiti na.
noli,20,58,boong,buong,"—¡Macapagsasalita na kayo, sa pagka't kayo'y pinakikinggan namin ng boong pagmimithi!"
noli,20,59,boong,buong,"—ang sinabi ng mga binanguit na mga kaibigan, at iba pang mga taong nangagpapalagay na siya'y dakilang mananalumpati: nangag-uubo ng boong ligaya ang mga matatanda at kanilang pinagpipisil ang dalawang kamay."
noli,20,61,boong,buong,"Yamang lubhang napacaganda ang inyong calooban at mapagbigay lugod sa ating abang cataohan, sa pagcacaloob sa aking ako ang macapagsalitang mauna sa sino mang naririto, sasamantalahin ko ang capahintulutang itong sa aki'y ipinagcaloob ng boong cagandahan ng puso at ako'y magsasalita."
noli,20,61,pagcacaloob,pagkakaloob,"Yamang lubhang napacaganda ang inyong calooban at mapagbigay lugod sa ating abang cataohan, sa pagcacaloob sa aking ako ang macapagsalitang mauna sa sino mang naririto, sasamantalahin ko ang capahintulutang itong sa aki'y ipinagcaloob ng buong cagandahan ng puso at ako'y magsasalita."
noli,20,64,boong,buong,"At taglay ang boong pagcalugod sa canyang sariling cataohan at sa magaling na pakikinig sa kanya ng nangaroroon, naupo ang mananalumpati, datapwat canyang tiningnan muna si Ibarra at anyong nagpapakilala siya ng canyang cataasan, at canyang tiningnan din naman ang canyang mga kaibigan, na para manding sa kanila'y canyang sinasabi: ¡Ha!"
noli,20,64,pagcalugod,pagkalugod,"At taglay ang buong pagcalugod sa canyang sariling cataohan at sa magaling na pakikinig sa kanya ng nangaroroon, naupo ang mananalumpati, datapwat canyang tiningnan muna si Ibarra at anyong nagpapakilala siya ng canyang cataasan, at canyang tiningnan din naman ang canyang mga kaibigan, na para manding sa kanila'y canyang sinasabi: ¡Ha!"
noli,20,65,pagcacasalita,pagkakasalita,¿Mabuti ba ang aking pagcacasalita?
noli,20,102,pagcacagugol,pagkakagugol,Iniaanyaya ko nga sa inyo ang pagcacagugol sa dalawang daang malalaking bomba na tigalawang piso bawa't isa at dalawang daang cohatong gayon din ang halaga.
noli,20,110,pagcabangguit,pagkabangguit,"—ang iculit ni kapitang Basilio, na na totowa ng pagcabangguit sa kanya."
noli,20,113,boong,buong,Ngunit nangagtindig ang mga kabataan at siya'y sinalabat: ang boong acala nila'y nasira ang isip ng teniente mayor.
noli,20,140,pagcain,pagkain,"ang sasabihin ng mga calapit-bayan natin, at pagkatapos ay magsasalat tayo sa pagcain sa loob ng calahating taon."
noli,20,149,pagcain,pagkain,"Marahil ginawa ang kanilang fiesta kung ""vigilia"" at ipinatatapon ng papa ang pagcain at ng howag magcasala."
noli,20,154,pagcalugod,pagkalugod,"Tumatango, sa pagcalugod, ang mga conservador."
noli,20,162,boong,buong,"—Hindi kaya isinasaysay ko sa inyo ang isang palatuntunan o panucala,—ang ipinatuloy na salita ng batang cabeza,—ay hindi dahil sa ang isip ko'y inyong mamagalingin o inyo cayang sasang-ayunan: ang aking hangad, casabay ng aking muli pang pangangayupapa sa calooban ng lahat, ay patotohanan sa mga matatandang sa tuwi na'y sang-ayon ang aming isipan sa kanilang isip, sa pagka't aming inaangkin ang lahat ng mga adhicang isinaysay ng boong caningningan ni kapitang Basilio."
noli,20,177,pagcamasintahin,pagkamasintahin,"Kinalulugdan natin, ayon sa ating caugalian, ang catamisan at ang pagcamasintahin ng babae, at manganganib tayong tumangan sa mga kamay ng isang binibining narurungisan ng dugo, kahi't na ang dugong ito'y sa isang moro o gigante; baga man ang dugong ito'y sa pinawawal-an nating halaga, palibhasa'y ipinalalagay nating imbi ang lalaking nagbubuhat ng cama'y sa isang babae, kahi't siya'y principe, alferez, o tagabukid na walang pinag-aralan."
noli,20,190,pagcatalos,pagkatalos,"Dala ko rito ang dalawang comedia, na marahil pasisiyahang totoong masasangayunan at catowatowa ng mga cagalanggalang na matatandang dito'y nalilimpi, palibhasa'y lubos ang pagcatalos nila sa bawa't maganda at kilala naman ng lahat ang kanilang catalinuhan."
noli,20,207,pagcapanghiganti,pagkapanghiganti,"At sa canyang galac sa canyang pagcapanghiganti at sa lubos na pagcatalo ng canyang kaaway, pinasimulan ng lalaking iyon ang pagpapaunlac sa panucala ng bata."
noli,20,207,pagcatalo,pagkatalo,"At sa canyang galac sa canyang pagkapanghiganti at sa lubos na pagcatalo ng canyang kaaway, pinasimulan ng lalaking iyon ang pagpapaunlac sa panucala ng bata."
noli,20,212,pagcacagalit,pagkakagalit,"Casucatan na, sa pagbibigay casayahan sa fiesta, ang dalawang bandang musica, at sa ganya'y maiilagan natin iyang mga pag-aaway at pagcacagalit, na ang kinahihinatna'y ang mga caawa-awang musicong naparirito't ng bigyang galac ang ating mga pagpifiesta, sa pamamag-itan ng kanilang pagpapagal, naguiguing tunay na mga sasabunging manoc, na nangagsisiowi, pacatapos, na masama, ang sa kanila'y pagcacabayad, masama ang pagcacapacain, bugbog ang katawan at sugatan pa kung macabihira."
noli,20,212,pagcacabayad,pagkakabayad,"Casucatan na, sa pagbibigay casayahan sa fiesta, ang dalawang bandang musica, at sa ganya'y maiilagan natin iyang mga pag-aaway at pagkakagalit, na ang kinahihinatna'y ang mga caawa-awang musicong naparirito't ng bigyang galac ang ating mga pagpifiesta, sa pamamag-itan ng kanilang pagpapagal, naguiguing tunay na mga sasabunging manoc, na nangagsisiowi, pacatapos, na masama, ang sa kanila'y pagcacabayad, masama ang pagcacapacain, bugbog ang katawan at sugatan pa kung macabihira."
noli,20,212,pagcacapacain,pagkakapacain,"Casucatan na, sa pagbibigay casayahan sa fiesta, ang dalawang bandang musica, at sa ganya'y maiilagan natin iyang mga pag-aaway at pagkakagalit, na ang kinahihinatna'y ang mga caawa-awang musicong naparirito't ng bigyang galac ang ating mga pagpifiesta, sa pamamag-itan ng kanilang pagpapagal, naguiguing tunay na mga sasabunging manoc, na nangagsisiowi, pacatapos, na masama, ang sa kanila'y pagkakabayad, masama ang pagcacapacain, bugbog ang katawan at sugatan pa kung macabihira."
noli,20,214,pagcacapaguran,pagkakapaguran,Sa maicling salita'y narito ang panucala: ang pagpapainam nito'y siyang pagcacapaguran.
noli,20,226,boong,buong,Hindi umiimic ang boong tribunal ng pakikinig sa kanya.
noli,20,255,boong,buong,"—ang idinugtong ng boong capanglawan ng iba, namang matatanda."
noli,20,260,boong,buong,Lumapit si Don Filipo sa gobernadorcillo at saka sinabi niya rito ng boong capaitan.
noli,20,261,pagcaamis,pagkaamis,"—Inihandog ko sa pagcaamis ang pag-ibig ko sa aking sarili upang magtagumpay lamang ang magandang caisipan; kayo nama'y inihayin ninyo sa pagcaapi ang inyong camahalan upang manalo ang masamang panucala, at inyong iniwasac ang lahat."
noli,20,261,pagcaapi,pagkaapi,"—Inihandog ko sa pagkaamis ang pag-ibig ko sa aking sarili upang magtagumpay lamang ang magandang caisipan; kayo nama'y inihayin ninyo sa pagcaapi ang inyong camahalan upang manalo ang masamang panucala, at inyong iniwasac ang lahat."
noli,21,11,panghihimanhic,panghihimanhik,"Hindi mga tao ang mga guardia civil, sila'y mga guardia civil lamang: hindi nila diniringig ang mga panghihimanhic at sila'y bihasang macapanood ng mga luha."
noli,21,13,boong,buong,Huminto siya upang piguilin ang pangangatal na lumalaganap sa canyang boong katawan.
noli,21,16,Pagcababait,Pagkababait,—¡Pagcababait nila at pagcagaganda ng kanilang mga calooban!
noli,21,16,pagcagaganda,pagkagaganda,—¡Pagkababait nila at pagcagaganda ng kanilang mga calooban!
noli,21,22,boong,buong,Hindi pa siya nacalalayo ng malaki ng marinig niyang siya'y kanilang tinatawag ng boong cabangisan.
noli,21,38,boong,buong,"—ang isinagot—¡malaon na pong araw na hindi ko nakikita ang aking anak na si Crispin: ang boong acala ko'y masusumpungan ko siya caninang umaga sa convento, doo'y ang sinabi lamang sa aki'y...."
noli,21,45,boong,buong,"Hindi nag-uuwi sa akin si Basilio kahi't isang cuarta; halughuguin ninyo ang boong bahay, at kung kayo'y macasumpong kahi't sisicapat man lamang, gawin ninyo sa amin ang bawa't maibigan."
noli,21,50,boong,buong,—ang ibinulong ng babae na umudlot at minamasdan ng boong pagcagulat ang mga pananamit ng sundalo.
noli,21,50,pagcagulat,pagkagulat,—ang ibinulong ng babae na umudlot at minamasdan ng buong pagcagulat ang mga pananamit ng sundalo.
noli,21,54,ipinamanhic,ipinamanhik,—ang ipinamanhic na halos lumuluhod.
noli,21,61,boong,buong,—ang ipinakiusap ng maramdaman niyang siya'y tinatangnan ng boong calupitan at siya'y itinutulac.
noli,21,73,pagcaamis,pagkaamis,"Tinacpan ng panyo ang mukha, at sa paglacad niyang walang nakikitang ano man ay tinangisan ng walang imic ang canyang pagcaamis."
noli,21,92,pagcasama,pagkasama,"Canyang pinagsisihan ang canyang pagcasama sa mga sundalo hanggang doon; ¡ngayo'y pinanghihinayangan niya ang malalim na ilog na tumatacbo sa malapit sa canyang dampa, sapagkat ang matataas na mga pampangin niyao'y nasasabugan ng mga matutulis na buhay na batong nangaghahandog ng catamistamisang camatayan."
noli,21,93,pagcaalaala,pagkaalaala,"Ngunit ang pagcaalaala niya sa canyang mga anak, sa anak niyang si Crisping hindi pa niya natatalos ng sandaling iyon ang kinasapitan, ang siyang tumanglaw sa kanya ng gabing iyon ng canyang buhay kaya't canyang naibulong sa pag-sang-ayon sa marawal na palad:"
noli,21,97,pagcapanalita,pagkapanalita,"Hindi mapaglirip ang anyo ng canyang pagcapanalita; yao'y daing, sisi, hibic, yao'y dalangin, yaon ang pighating binuo sa tinig."
noli,21,103,pagcasalubong,pagkasalubong,walang nakitang paraan upang maiwasan ang gayong pagcasalubong.
noli,21,106,pagcakita,pagkakita,"Tumiguil ng sandali ang mg tao pagcakita sa kanya, sila-sila'y nangag-uusap at sinusundan siya ng kanilang titig: nakikita niya ang lahat ng ito, nararamdaman niya, bagaman siya'y laguing nacatingin sa lupa."
noli,21,131,pagcatanhaling,pagkatanhaling,"Natanto ng alferez ang padakip na iyon ng pagcatanhaling tapat, at ang unang ginawa niya'y ang huwag paniwalaan ang sumbong ng cura."
noli,21,148,pumanhic,pumanhik,"Muling pumanhic sa canyang maliit na bahay, naupo sa banig na kanilang hinig-an ng nagdaang gabi, itinunghay ang mga mata at nakita niya ang capirasong napunit sa baro ni Basilio sa dulo ng isang cawayan ng dingding, na na sa tabi ng bangin."
noli,21,152,boong,buong,"Sa boong gabi, pagka umaatungal ang unos, at lumilipad ang hangin ng calaguimlaguim na catulinan, at ipinagtatabuyan ng canyang hindi nakikitang mga pacpac ang isang hucbong mga aninong sa kanya'y humahagad, kung sacali't kayo'y na sa isang bahay na guiba at nag-iisa, at nacacarinig kayo ng mga cacaibang daing, mga cacaibang buntong-hiningang ipinalalagay ninyong yao'y ang hilahis ng hihip ng hangin sa pagtama sa matataas na mga torre o sirang mga pader, datapwat sa inyo'y pumupuspos ng tacot at sa inyo'y nagpapakilabot na hindi ninyo mapiguilan; talastasin nga ninyong higuit ang lungcot ng tinig ng inang iyon, kay sa hindi mapaglirip na mga hibic sa mga gabing madilim pagka umaatungal ang unos."
noli,21,154,pagcacasakit,pagkakasakit,"Pinagcalooban siya marahil ng Langit ng ilang horas na pagcacatulog, at samantalang siya'y nahihimbing, hinilahihisan ng pacpac ng isang angel ang namumutla niyang mukha, upang macatcat sa kanya ang alaala, na walang ibang tinataglay kung di pawang capighatian; marahil hindi casiyang macaya ng mahinang lacas ng tao ang gayong caraming mga pagcacasakit, kaya't ng magcagayo'y na mag-itan marahil ang Inang-Talaga ng Dios na taglay ang canyang matimyas na pangpagaang ng hirap, ang pagcalimot; datapuwat sa papaano man, ang catotohana'y ng kinabucasan, si Sisa'y nagpapalacadlacad na nacangiti, nag-aawit o kung hindi nakikipag-usap sa lahat ng mga may buhay na kinapal."
noli,21,154,pagcacatulog,pagkakatulog,"Pinagcalooban siya marahil ng Langit ng ilang horas na pagcacatulog, at samantalang siya'y nahihimbing, hinilahihisan ng pacpac ng isang angel ang namumutla niyang mukha, upang macatcat sa kanya ang alaala, na walang ibang tinataglay kung di pawang capighatian; marahil hindi casiyang macaya ng mahinang lacas ng tao ang gayong caraming mga pagkakasakit, kaya't ng magcagayo'y na mag-itan marahil ang Inang-Talaga ng Dios na taglay ang canyang matimyas na pangpagaang ng hirap, ang pagcalimot; datapuwat sa papaano man, ang catotohana'y ng kinabucasan, si Sisa'y nagpapalacadlacad na nacangiti, nag-aawit o kung hindi nakikipag-usap sa lahat ng mga may buhay na kinapal."
noli,21,154,pagcalimot,pagkalimot,"Pinagcalooban siya marahil ng Langit ng ilang horas na pagkakatulog, at samantalang siya'y nahihimbing, hinilahihisan ng pacpac ng isang angel ang namumutla niyang mukha, upang macatcat sa kanya ang alaala, na walang ibang tinataglay kung di pawang capighatian; marahil hindi casiyang macaya ng mahinang lacas ng tao ang gayong caraming mga pagkakasakit, kaya't ng magcagayo'y na mag-itan marahil ang Inang-Talaga ng Dios na taglay ang canyang matimyas na pangpagaang ng hirap, ang pagcalimot; datapuwat sa papaano man, ang catotohana'y ng kinabucasan, si Sisa'y nagpapalacadlacad na nacangiti, nag-aawit o kung hindi nakikipag-usap sa lahat ng mga may buhay na kinapal."
noli,22,6,pagcawalang,pagkawalang,"—""Madalas na siya'y natitigagal at anaki'y nakalilimot samantalang nagmimisa; hindi na lubhang nakikipagsalitaan sa amin, at kitangkita ang canyang pagyayat at ang canyang pagcawalang catiwasayan ng loob,""—ang sabihan ng mga nagcucumpisal sa kanya."
noli,22,7,pagcain,pagkain,"Namamasid ng ""cocinerong"" siya'y namamayat ng namamayat, at dumaraing ng di pagpapaunlac sa canyang mga inilulutong pagcain."
noli,22,13,boong,buong,"Datapwat lalo ng lumaki ang mga usap-usapan ng makita nila ng hapon ng icatlong araw na lumulunsad si Ibarra sa isang coche, sa harapan ng munting bahay na tinitirahan ng dalagang canyang maguiguing asawa, at bumabati ng boong pitagan sa fraile, na tumutungo rin sa bahay na iyon."
noli,22,30,pagcaculang,pagkaculang,"Sinasabi sa akin ng kaibigan kong si Sinang at saka ni Andeng na aking kapatid sa gatas, na siya'y may pagcaculang-culang ang isip."
noli,22,44,pagcacalangcap,pagkakalangcap,"—Ipinalalagay kong carikitdikitan ang pagcacalangcap ng dalawang bahaguing ito ng taong hindi nangguiguitna, ang ""invierno"" (tagguinaw)—ang ipinagpatuloy ni Ibara."
noli,22,59,boong,buong,Lumapit sa kanya sa daan ang isang sa kanya'y naghandog ng boong paggalang.
noli,23,3,Pagcakita,Pagkakita,"Pagcakita sa kanilang mga mukhang ang cabataa'y tumatawa at ang pag asa'y maniningning; sa panonood ng linipadlipad ng kanilang malalago't maiitim na buhoc at malalapad na cunot ng kanilang mga damit, marahil ipalagay nating sila'y mga diosa ng gabi, kung di sana talastas nating sila'y si Maria Clara na kasama ang canyang apat na kaibigan: ang masayang si Sinang na canyang pinsan, ang hindi makibuing si Victoria, ang magandang si Iday at ang mahinhing si Neneng na matimtiman at kimi ang cagandahan."
noli,23,4,boong,buong,"Nangagsasalitaan ng boong ligaya, nangagtatawanan, nangagcucurutan, nangag-aanasan at pacatapos naghahalakhacan."
noli,23,37,pagcacagayac,pagkakagayac,"Doo'y kanilang nakita ang dalawang bangcang nagcacacabit, na mainam ang pagcacagayac ng mga pinagtuhog-tuhog na mga bulaclac at mga dahon, kasama ng mga sarisaring culay na mga damit na pinacumbo: nacasabit sa bagong lagay na bubong ng sasacyang iyon ang mga maliliit na farol na papel, na may mga casal-it na mga rosas at mga clavel, mga bungang halamang gaya ng pinya, casuy, saguing, bayabas, lanzones at iba pa."
noli,23,40,pagcacagayac,pagkakagayac,"Sa isang bangcang lalong marikit ang pagcacagayac ay may isang arpa, mga guitarra, mga acordeon at isang sungay ng calabaw; sa isang bangca nama'y nagniningas ang mga calang lupa at doo'y inihahanda ang cha, cafe at salabat na gagawing agahan."
noli,23,83,pamanhic,pamanhik,—ang pamanhic ng matatacuting mga babae.
noli,23,85,pagcacataon,pagkakataon,¡Laking pagcacataon!
noli,23,88,pagcacataon,pagkakataon,¡At lalo pa manding malaking pagcacataon!
noli,23,114,pagcacagayo'y,pagkakagayo'y,"—ang isinalabat naman ng isa, na hindi nagpabayang macatapos ang nagsasalita; nararatnan nating wasac ang mga tulay na cawayan, at pagcacagayo'y napipilitan tayong tumawid sa ilat ..."
noli,23,118,pagcapiloto,pagkapiloto,"Isa lamang tao, ang gumaganap ng pagcapiloto, ang nananatili sa hindi pag-imic at hindi nakikisama sa gayong mga pagcacatuwa."
noli,23,118,pagcacatuwa,pagkakatuwa,"Isa lamang tao, ang gumaganap ng pagkapiloto, ang nananatili sa hindi pag-imic at hindi nakikisama sa gayong mga pagcacatuwa."
