book_title,author,source,source_filename,chapter_index,chapter_title,para_index_in_chapter,global_para_index,text,text_type
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,0,NOLI ME TANGERE,0,0,NOLI ME TANGERE,chapter_title
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,34,499,"—¿Nauulól pô bâ cayó?—ang itinanong sa canyá ng̃ alílà,—diyata't walâ pa namáng isáng taóng siyá'y aming inilílibing.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,35,500,"—¡Tunay ng̃a iyón! marami ng̃ buwan ang nacaraan mulâ ng̃ siyá'y aking hucayi't cuning ulî sa baunan. Ipinag-utos sa aking siyá'y hucayin co ng̃ curang malakí, upang dalhin sa libing̃an ng̃ mg̃a insíc. Ng̃uni't sa pagká't mabigát at umúulan ng̃ gabíng yaón....",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,36,501,"Hindî nacapagpatuloy ng̃ pananalitâ ang táo; umudlót sa pagcáguitlá ng̃ makita ang anyô ni Crisóstomo, na dinaluhóng siyá't sacá siyá tinangnán sa camáy at ipinágwagwagan.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,37,502,—At guinawâ mo ba?—ang tanóng ng̃ binatang ang anyô ng̃ pananalita'y hindî namin maisaysay.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,38,503,"—Howág po cayóng magalit, guinoo—ang sagót ng̃ maglilíbing na namumutla't nang̃íng̃inig;—hindî co po namán siyá inilíbing sa casamahán ng̃ mg̃a insíc. Mabuti pa ang malúnod cay sa mapasama sa mg̃a insíc—ang wica co—at siyá'y iniabsáng co sa tubig!",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,39,504,Inilagáy ni Ibarra ang canyáng mg̃a camay sa magcabilang balicat ng̃ maglilíbing at mahabang oras na siyá'y tinitigan ng̃ ting̃ing hindî maisaysay cung anóng íbig sabihin.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,40,505,"—¡Icáw ay walâ cung dî isáng culang palad!—ang sinabi, at umalís na dalîdaling tinatahac ang mg̃a butó, mg̃a húcay, mg̃a cruz, na paráng ísang sirâ ang ísip.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,41,506,Hináhaplos ng̃ maglilíbing ang canyáng bísig at bumúbulong:,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,42,507,"—¡Ang guinágawang mg̃a caligaligán ng̃ mg̃a patáy! Binugbóg acó ng̃ bastón ng̃ páring malakí, dahiláng ipinahintulot cong ilibíng ang patáy na iyón ng̃ aco'y may sakít; ng̃ayo'y cauntí ng̃ balîin nitó ang aking bísig, dahil sa pagcahucay co ng̃ bangcáy. ¡Itó ng̃a namáng mg̃a castilà! ¡Marahil pa'y alisán acó nitó ng̃ aking hánap-búhay!",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,43,508,Matúlin ang lacad ni Ibarra na sa maláyò ang tanáw; sumúsunod sa canyáng umíiyac ang alílang matandáng lalaki.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,44,509,Lúlubog na lamang ang áraw; macacapál na mg̃a dilím ang siyáng lumalatag sa Casilang̃anan; isáng hang̃ing mainit ang siyáng nagpapagalaw sa dúlo ng̃ mg̃a cáhoy at nagpaparaíng sa mg̃a cawayanan.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,45,510,"Nacapugay na lumalacad si Ibarra; sa canyáng mg̃a matá'y walang bumabalong na isáng lúhà man lamang, waláng tumatacas sa canyáng dibdib cáhi't isáng buntóng hining̃á. Lumalacad na parang may pinagtatanauan, marahil sa pagtacas sa anino ng̃ canyáng amá, ó bacâ namán cayà sa dumádating na unós. Tináhac ang báya't lumabás sa luwál, tinung̃o yaóng lúmang báhay na malaon ng̃ panahông hindî tinutungtung̃an. Naliliguid ang bahay na iyón ng̃ pader na sinísibulan ng̃ mg̃a damóng macacapál ang dahon, tila mandin siyá'y hinuhudyatán; bucás ang mg̃a bintánà; umúugoy ang iláng-ílang at ipinápagaspas ng̃ boong casayahan ang canyáng mg̃a sang̃áng hític ng̃ mg̃a calapati na nagpapaliguidliguid sa matibong na bubóng ng̃ caniláng tahanang na sa guitna ng̃ halamanan.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,46,511,"Ng̃uni't hindî pinápansin ng̃ binatà ang caligayaháng itóng iníháhandog sa canyáng pagbalíc sa lúmang báhay: nacapácò ang canyáng mg̃a matá sa anyô ng̃ isáng sacerdoteng canyáng macacasalubong. Itó'y ang cura sa San Diego, yaong laguing nagdidilidiling franciscano na ating nakita, ang caaway ng̃ alférez. Tiniticlop ng̃ hang̃in ang canyáng malapad na sombrero; ang canyáng hábitong guinggo'y dumirikit sa canyáng catawán at ipinakikita ang anyo nito; na anó pa't námamasid ang canyáng mg̃a payát na hítang may pagcá sacáng. Sa cána'y may háwac na isáng bastóng palasang may tampóc na gáring. Noón lamang nagcakita siláng dalawá ni Ibarra.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,47,512,Pagsasalubong nilá'y sandalíng humintô ang binata't siyá'y tinitigan; iniiwas ni Fr. Salví ang canyáng mg̃a matá at nagpaconowaríng nalílibang.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,48,513,"Sandalíngsandali lamang tumagál ang pag-aalinlang̃an: malicsíng linapitan siyá ni Ibarra, pinatiguil at idiniín ng̃ boong lacás ng̃ canyáng camáy na ipinatong sa balicat ng̃ párì, at nagsalitáng halos bahagyâ na mawatasan:",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,49,514,—¿Anó ang guinawâ mo sa aking amá?—ang itinanóng.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,50,515,"Si Fr. Salvíng namutlâ, at nang̃atál ng̃ mabasa niyá ang mg̃a damdaming nalalarawan sa mukhâ ng̃ binátà'y hindi nacasagót; nawalán ng̃ diwâ.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,51,516,—¿Anó ang guinawâ mo sa aking amá?—ang mulíng itinanóng na nalulunod ang voces.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,52,517,"Ang sacerdoteng untîunting nahútoc, dahil sa camáy na sa canyá'y nagdíriin ay nagpumilit at sumagót:",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,53,518,—¡Cayó po'y nagcacamalî; walâ acóng guinagawang anó man sa inyóng amá.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,54,519,"—¿Anóng walâ?—ang ipinagpatuloy ng̃ binátà, at sacâ siyá idiniín hanggáng sa siyá'y mápaluhod.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,55,520,"—¡Hindî pó, sinasabi co sa inyó ang catotohanan! ang aking hinalinhán, si párì Dámaso ang may cagagawán....",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,56,521,—¡Ah!—ang sinabi ng̃ binata't siyá'y binitiwan at bago tumampál sa noo. At iniwan ang abáng si Fr. Salví at dalidáling tinung̃o ang canyáng sariling báhay.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,13,MGA PAUNANG TANDA NANG UNOS,57,522,Samantala'y dumatíng ang alilà at tinulung̃an sa pagtindíg ang fraile.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,MGA PAUNANG TANDA NANG UNOS,0,522,XIV.,chapter_number
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,0,522,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,chapter_title
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,1,523,Naglálacad sa mg̃a lansáng̃ang waláng tinutung̃o't waláng iniisip ang cacaibáng matandáng lalaki.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,2,524,"Nag-aral siyá ng̃ una ng̃ Filosofía, at iníwan niya ang pag-aáral sa pagsunód sa canyáng ináng matandâ na; at hindî niyá ipinagpatuloy ang pag-aaral, hindî sa caculang̃an ng̃ magugugol at hindî rin sa caculang̃an ng̃ cáya ng̃ pag-iísip: tumíguil siyá ng̃ pag-aáral, dahilán ng̃â sa pagcá't mayaman ang canyáng iná, at dahilan sa ayon sa sabiha'y matalas ang canyáng ísip. Natatacot ang mabaít na babaeng maguíng pantás ang canyáng anác at macalimot sa Dios, cayâ ng̃a't siyá'y pinapamilì, sa siyá'y magpárì ó íwan niyá ang colegio ng̃ San José. Nang panahón pa namáng iyó'y siyá'y may naiibigang babae, cayá't pinilì niyá ang íwan ang colegio at nag-asawa siyá. Hindî lumampás ang isáng taón at siyá'y nabáo at naulila; guinawâ niyáng aliwan ang mg̃a libro upang siyá'y macaligtás sa calungcutan, sa sabong at sa pagca waláng guinágawâ. Datapowa't lubháng nawili sa mg̃a pag aaral at sa pamimilí ng̃ mg̃a libro, hanggáng sa mapabayaan niyá ang sariling pamumuhay, cayá't siyá'y unti-unting naghírap.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,3,525,"Tinatawag siyáng Don Anastasio ó filósofo Tasio ng̃ mg̃a táong may pinagaralan, at ang mg̃a masasamâ ang tûrò, na siyáng lalong marami, tinatawag siyáng Tasiong ul-ól, dahil sa hindî caraniwang canyáng mg̃a caisipán at cacaibang pakikipagcapowa-táo.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,4,526,"Ayon sa sinabi na namin, ang hapo'y nagbabalang magca unôs; liniliwanagan ang abó abóng lang̃it ng̃ iláng kidlát; mabigát ang aláng-álang at totoong maalis-ís ang hang̃in.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,5,527,Wari'y nalimutan na ng̃ filósofo Tasio ang canyáng kinalúlugdang bung̃ô ng̃ ulo; ng̃ayó'y ng̃uming̃iting pinagmámasdan ang maiitim na pang̃anurin.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,6,528,"Sa malapít sa simbaha'y nasalubong niyá ang isáng táong naca chaqueta ng̃ alpaca at daladala sa camáy ang may mahiguít na isáng arrobang candílà at isáng bastóng may borlas, bílang saguísag ng̃ punong may capangyarihan.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,7,529,—¿Tila po cayo'y natótowâ?—ang tanóng nitó sa wícang tagalog.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,8,530,"—Siya ng̃a pô, guinoong capitan; natótowâ acó sa pagcá't may isá acóng inaasahan.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,9,531,—¿Ha? ¿at alin ang inyóng inaasahang iyán?,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,10,532,—¡Ang unós!,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,11,533,"—¡Ang unós! ¿Nag-aacálà bâ cayóng maligò?—ang tanóng ng̃ gobernadorcillo ng̃ palibác, na minamasdan ang dukháng pananamít ng̃ matandáng lalaki.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,12,534,"—Malígò acó ... ¡hindî masamâ, lalong lalô na pagcâ nacatitisod ng̃ isáng dumi!—ang sagôt ni Tasio, na palibác din namán ang anyô ng̃ pananalita, bagá man may pagca pagpapawaláng halagá sa canyáng causap—ng̃uni't naghíhintay acó ng̃ lálong magalíng.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,13,535,—¿At anó pô bâ iyón?,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,14,536,—Iláng mg̃a lintíc na pumatáy ng̃ mg̃a táo at sumúnog ng̃ mg̃a báhay.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,15,537,—¡Hing̃ín na ninyóng paminsanan ang gúnaw!,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,16,538,"—¡Nararapat tayong lahát, cayó at acóng gunawin! Dalá pô ninyó riyan, guinoong capitan, ang isáng arrobang candílang gáling sa tindahan ng̃ insíc; may mahiguít ng̃ sampóng taóng aking ipinakikiusap sa bawa't bágong capitang bumíbili ng̃ pararrayos, at pinagtatawanan acó ng̃ lahát; gayón ma'y bumibili ng̃ mg̃a ""bomba"" at mg̃a ""cohete"", at nang̃agbabayad ng̃ mg̃a repique ng̃ mg̃a campánà. Hindî lamang itó: kinábucasan ng̃ pakikiusap co sa inyó, nagbilin pô cayó sa mg̃a magtutunáw na insíc ng̃ isáng ""esquilang"" álay cay Santa Bárbara, gayóng nasiyasat na ng̃ carunung̃ang mapang̃anib ang tumugtóg ng̃ mg̃a campanà sa mg̃a araw na may unós. At sabihin pô ninyó sa akin, ¿bakit pô bâ ng̃ taóng 70 ng̃ mahulog ang isáng lintíc sa Binyáng, doon pa namán nahúlog sa campanario at iguinibâ ang relój sacâ isáng altar? ¿Anó ang guinagawâ ng̃ esquilita ni Santa Bárbara?",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,17,539,Nang sandalíng iyo'y cumisláp ang isáng kidlát.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,18,540,"—¡Jesús, María y José! ¡Santa Bárbarang mahál!—ang ibinulóng ng̃ capitang namutlâ at nagcruz.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,19,541,Humalakhác si Tasio.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,20,542,"—¡Cayó'y carapatdapat sa pang̃alan ng̃ inyóng pintacasi!—aní Tasio sa wicang castilà, tinalicdán ang capitan at tumúng̃o sa simbahan.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,21,543,"Nagtátayo ang mg̃a sacristan sa loob ng̃ simbahan ng̃ isáng ""túmulo"" na nalilibot ng̃ mg̃a malalaking candilang natitiric sa mg̃a candelabrong cáhoy. Ang túmulong yao'y dalawáng mesang malalakíng pinagpatong at natátacpan ng̃ damít na maitím, na may mg̃a listóng puti; sa magcabicabila'y may napipintang mg̃a bung̃ô ng̃ úlo.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,22,544,—¿Iyán ba'y patungcól sa mg̃a cálolowa ó sa mg̃a candilâ?—ang itinanóng.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,23,545,"At ng̃ makita niyá ang dalawáng batang lalaking may sampóng taón ang isá at ang isá'y may malapit sa pitó, lumapit sa caniláng hindî na hinantay ang sagót ng̃ mg̃a sacristán.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,24,546,"—¿Sasama ba cayó sa akin, mg̃a báta?—ang itinanóng sa canilá. May handâ sa inyó ang inyóng nanay na isáng hapunang marapat sa mg̃a cura.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,25,547,"—¡Aayaw po caming paalisin ng̃ sacristan mayor hanggang hindî tumutugtog ang icawalóng horas—ang sagót ng̃ pinacamatandâ.—Hinihintay co pong másing̃il ang aking ""sueldo"" upang maibigay co sa aking iná.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,26,548,—¡Ah! at ¿saán bâ cayó paparoon?,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,27,549,—Sa campanario pô upang dumublás sa mg̃a cálolowa.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,28,550,—¿Pasasacampanario cayó? ¡cung gayó'y cayó'y mag-ing̃at! ¡howág cayóng lalapit sa mg̃a campanà hanggáng umúunos!,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,29,551,"Umalís sa simbahan, pagcatapos na masundán ng̃ isáng titíg na may habág ang dalawáng batang pumapanhic sa mg̃a hagdanang patung̃o sa coro.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,30,552,"Kinuscós ni Tasio ang mg̃a matá, tuming̃ín ulî sa lang̃it at bumulóng: —Ng̃ayó'y dáramdamin cong mahulog ang mg̃a lintíc.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,31,553,At nacatung̃óng pumaroon sa labás ng̃ báyang nag-iisip-isip.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,32,554,Dumáan pô muna cayó!—ang sabi sa canyá sa wicang castílà ng̃ isáng matimyás na voces mulâ sa isáng bintanà.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,33,555,"Tumungháy ang filósofo, at canyáng nakita ang isáng lalaking may tatlompô ó tatlompo't limang taóng sa canyá'y ng̃umitî.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,34,556,"—¿Anó pô bâ ang inyóng binabasa riyán?—ang tanóng ni Tasio, na itinuturò ang isáng librong hawac ng̃ lalaki.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,35,557,"—Isáng librong pangcasalucuyan: ¡""Las penas que sufren las benditas ánimas del Purgatorio!""—ang isinagót ng̃ causap na ng̃uming̃itî.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,36,558,"—¡Nacú! ¡nacú! ¡nacú!—ang wicâ ng̃ matandáng lalaki sa sarisaring ""tono"" ng̃ voces, samantalang pumapasoc sa báhay;—totoong matalas ang ísip ng̃ cumathâ niyán.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,37,559,"Pagcapanhíc niyá ng̃ hagdanan ay tinanggáp siyá ng̃ boong pakikipag-ibigan ng̃ may báhay na lalaki at ng̃ canyáng asawa. Don Filipo Lino ang pang̃alan ng̃ lalaki at Doña Teodora Viña namán ang babae. Si Don Filipo ang siyáng teniente mayor at siyáng púnò ng̃ isáng ""partidong"" halos ay ""liberal"", sacali't matatawag itó ng̃ gayón, at cung sacaling mangyayaring magcaroon ng̃ mg̃a ""partido"" sa mg̃a bayan ng̃ Filipinas.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,38,560,—¿Nakita pô ba ninyó sa libing̃an ang anác ng̃ nasirang si Don Rafael na bagong carárating na galing sa Europa?,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,39,561,"—Opò, nakita co siyá, ng̃ siyá'y lumúlunsad sa coche.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,40,562,—Ang sabihana'y naparoo't upang hanapin ang pinaglibing̃án sa canyáng amá ... Marahil cakilakilabot ang canyáng pighatî ng̃ maalaman....,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,41,563,Ikinibít ng̃ filósofo ang canyáng mg̃a balicat.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,42,564,—¿Hindî pô bà dináramdam ninyó ang casaliwâang palad na iyan?—ang tanóng ng̃ guinoong babaeng bátà pa.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,43,565,"—Talastás na pô ninyóng acó'y isá sa anim na nakipaglibing sa bangcáy; acó ang humarap sa Capitan General ng̃ aking makitang ang lahát dito'y hindî umíimic sa gayóng calakilakihang capusung̃án, gayóng cailán ma'y minamagaling co ang paunlacán ang táong mabait cung nabubuhay pa cay sa cung patáy na.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,44,566,—¿Cung gayó'y bakit?,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,45,567,"—Datapuwa't hindî pô acó sang-ayon sa pagmamanamana ng̃ caharîan. Alang-álang sa caunting dugong insíc na bigáy sa akin ng̃ aking iná, sumasang-ayon acó ng̃ cauntî sa caisipan ng̃ mg̃a insíc: pinaúunlacan co ang amá dahil sa anác, ng̃uni't hindî ang anác dahil sa amá. Na ang bawa't isá'y tumanggáp ng̃ gantíng pálà ó ng̃ caparusahán dahil sa canyáng mg̃a gawâ; datapuwa't hindî dahil sa mg̃a gawà ng̃ ibá.",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,46,568,"—¿Nagpamisa pô bâ cayó ng̃ patungcol sa inyóng nasírang asawa, alinsunod sa hatol co sa inyó cahápon?—ang itinanóng ng̃ babae nagbago ng̃ pinasasalitaanan:",paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,47,569,—¡Hindî!—ang sagót ng̃ matandáng lalaking ng̃uming̃iti.,paragraph
Noli Me Tangere,Jose Rizal,Project Gutenberg,Noli Me Tangere | Project Gutenberg.html,14,ANG ULOL NA SI TASIO Ó ANG FILOSOFO,48,570,"—¡Sayang!—ang isinagót ng̃ babaeng tagláy ang túnay na pagpipighatî;—casabiháng hanggang sa icasampong oras ng̃ umaga búcas, ang mg̃a calolowa'y malayang naglilibot at naghihintay ng̃ sa canilá'y pagbibigáy guinhawa ng̃ mg̃a buháy; na ang isáng misa sa mg̃a panahóng itó'y catimbáng ng̃ limá ó anim na misa sa mg̃a ibáng araw ng̃ isáng taón, ayon sa sabi ng̃ cura, caninang umaga.",paragraph
