sentence_id,original_token,new_token,reason,context_snippet
17-58,canyang,kanyang,Safe List: canyang,"Ibinulong ni Basilio ang canyang mga dasal, at nah..."
17-58,canyang,kanyang,Safe List: canyang,"Ibinulong ni Basilio ang canyang mga dasal, at nah..."
17-59,canyang,kanyang,Safe List: canyang,Nacacaramdam ng init at lamig; pinagpilitang pumik...
17-59,canyang,kanyang,Safe List: canyang,Nacacaramdam ng init at lamig; pinagpilitang pumik...
17-60,canyang,kanyang,Safe List: canyang,Umaalingawngaw sa canyang mga tainga ang mga sigaw...
17-60,canyang,kanyang,Safe List: canyang,Umaalingawngaw sa canyang mga tainga ang mga sigaw...
17-60,canyang,kanyang,Safe List: canyang,Umaalingawngaw sa canyang mga tainga ang mga sigaw...
17-65,canyang,kanyang,Safe List: canyang,Ang bata'y tumacbo at nagtago sa licuran ng sacris...
17-66,canyang,kanyang,Safe List: canyang,"Nakikita ni Basiliong namimilipit si Crispin, inih..."
17-67,canyang,kanyang,Safe List: canyang,Sa laking pagngangalit ng canyang bunsong kapatid ...
17-67,canyang,kanyang,Safe List: canyang,Sa laking pagngangalit ng canyang bunsong kapatid ...
17-84,canyang,kanyang,Safe List: canyang,—ang sinabi ng ina ng muling mahiga ang canyang an...
17-85,bulaclac,bulaklak,Safe List: bulaclac,"—Ang napanag-inip ko, nanay,—ani Basilio ng maraha..."
17-91,canyang,kanyang,Safe List: canyang,Palibhasa'y mapagpacababa si Sisa sa lahat ng baga...
17-95,canyang,kanyang,Safe List: canyang,Dumating po ritong galing sa España ang anak na la...
17-97,canyang,kanyang,Safe List: canyang,Paggaling ko'y pagdaca'y makikipagkita ako kay Don...
17-114,canyang,kanyang,Safe List: canyang,—ang isinagot ni Sisa niyacap ang canyang anak....
17-115,canyang,kanyang,Safe List: canyang,Nahiwatigan ni Sisang hindi na ibinibilang ng anak...
17-116,canyang,kanyang,Safe List: canyang,Nagpatuloy si Basilio ng pagsasaysay ng canyang mg...
17-117,canyang,kanyang,Safe List: canyang,"Walang sinasabi si Sisa kung di ""oo"" sa lahat, sa ..."
17-119,canyang,kanyang,Safe List: canyang,Ang acala niya'y siya'y pastol ng kasama ng canyan...
18-1,canyang,kanyang,Safe List: canyang,Magcacaroon na ng icapitong horas ng umaga ng mata...
18-2,canyang,kanyang,Safe List: canyang,—May sakit ang pari—anang madadasaling mga babae; ...
18-3,canyang,kanyang,Safe List: canyang,"Naghubad ng canyang mga suot na di umiimic, hindi ..."
18-8,canyang,kanyang,Safe List: canyang,Nang makita nilang dumarating ang cura ay nangagti...
18-8,canyang,kanyang,Safe List: canyang,Nang makita nilang dumarating ang cura ay nangagti...
18-135,canyang,kanyang,Safe List: canyang,—¡Datapwat hindi natin maunawa ang canyang sinasab...
18-143,lacas,lakas,Safe List: lacas,Nararamdaman ni Sisang tumitiboc ng buong lacas an...
18-143,canyang,kanyang,Safe List: canyang,Nararamdaman ni Sisang tumitiboc ng buong lacas an...
18-143,canyang,kanyang,Safe List: canyang,Nararamdaman ni Sisang tumitiboc ng buong lacas an...
18-143,canyang,kanyang,Safe List: canyang,Nararamdaman ni Sisang tumitiboc ng buong lacas an...
18-143,canyang,kanyang,Safe List: canyang,Nararamdaman ni Sisang tumitiboc ng buong lacas an...
18-144,canyang,kanyang,Safe List: canyang,"Nang umagang iyon, pagsilang ng mga unang sinag ng..."
18-144,canyang,kanyang,Safe List: canyang,"Nang umagang iyon, pagsilang ng mga unang sinag ng..."
18-144,canyang,kanyang,Safe List: canyang,"Nang umagang iyon, pagsilang ng mga unang sinag ng..."
18-144,bulaclac,bulaklak,Safe List: bulaclac,"Nang umagang iyon, pagsilang ng mga unang sinag ng..."
18-146,canyang,kanyang,Safe List: canyang,"Nagbihis ng lalong magagaling niyang damit, sinuno..."
18-155,canyang,kanyang,Safe List: canyang,"—ang sagot ng ""cocinero"", na bahagya na sinulyap a..."
18-157,bulaclac,bulaklak,Safe List: bulaclac,"Pagkatapos ay inilagay ang mga bulaclac sa ibabaw,..."
18-172,canyang,kanyang,Safe List: canyang,"¡Tinacpan ni Sisa ang mga tainga, binucsan ang bib..."
18-182,canyang,kanyang,Safe List: canyang,Tinacpan ng panyo ng culang palad na ina ang canya...
19-1,canyang,kanyang,Safe List: canyang,"Natutulog ng tahimic, na taglay iyang pagpapaimbab..."
19-14,canyang,kanyang,Safe List: canyang,Hinarap pagkatapos ang canyang kasama at sa kanya'...
19-26,canyang,kanyang,Safe List: canyang,—Huwag po ninyong ipalagay na ang tanong ko'y dahi...
19-28,canyang,kanyang,Safe List: canyang,"Ang libingan niya'y ang mahal na Naturaleza, at an..."
19-28,canyang,kanyang,Safe List: canyang,"Ang libingan niya'y ang mahal na Naturaleza, at an..."
19-28,canyang,kanyang,Safe List: canyang,"Ang libingan niya'y ang mahal na Naturaleza, at an..."
19-43,canyang,kanyang,Safe List: canyang,"Upang pakinggan ang maestro, ng hindi pag-alinlang..."
19-43,lacas,lakas,Safe List: lacas,"Upang pakinggan ang maestro, ng hindi pag-alinlang..."
19-51,canyang,kanyang,Safe List: canyang,Palibhasa'y talastas ko ang canyang asal at nangan...
19-60,canyang,kanyang,Safe List: canyang,"""—At ipinatuloy ang canyang pagtatawa...."
19-68,canyang,kanyang,Safe List: canyang,"""—Inacala kong siya'y piguilin, ngunit nasoc siya ..."
19-68,lacas,lakas,Safe List: lacas,"""—Inacala kong siya'y piguilin, ngunit nasoc siya ..."
19-69,canyang,kanyang,Safe List: canyang,¿Ano ang aking magagawa akong bahagya na magcasiya...
19-78,canyang,kanyang,Safe List: canyang,Hindi ko mangyaring masabi ang katotohanan sa akin...
19-78,bulaclac,bulaklak,Safe List: bulaclac,Hindi ko mangyaring masabi ang katotohanan sa akin...
19-93,lacas,lakas,Safe List: lacas,"Kung hindi natututo sa pinag-aaralan, ipinalalagay..."
19-93,lacas,lakas,Safe List: lacas,"Kung hindi natututo sa pinag-aaralan, ipinalalagay..."
19-97,canyang,kanyang,Safe List: canyang,Sinabi sa aking pinasasama ko raw ang mga bata; na...
19-103,buhoc,buhok,Safe List: buhoc,"¡Sila'y hindi mga bata, sila'y matatandang malaki ..."
19-104,canyang,kanyang,Safe List: canyang,Si Don Catalinong hari nilang lahat na nagtatag ng...
20-5,canyang,kanyang,Safe List: canyang,Sa isang dulo ng salas na napapapamutihan ng marur...
20-10,canyang,kanyang,Safe List: canyang,—ani Don Filipong puno ng partido liberal sa canya...
20-21,canyang,kanyang,Safe List: canyang,—ang sa kanya'y mga tanong ng mga nakikinig sa can...
20-50,canyang,kanyang,Safe List: canyang,At dito'y inubo siya ng mahaba at tuyo na siyang p...
20-52,canyang,kanyang,Safe List: canyang,"Siya ang mayamang si kapitang Basilio, kaaway ng n..."
20-56,capitan,kapitan,Capitan Policy,Itulot nga ninyong ako ang maunang magsalita sa pu...
20-60,capitan,kapitan,Capitan Policy,Pagkatapos na macapagpahid ng pawis si capitan Bas...
20-60,canyang,kanyang,Safe List: canyang,Pagkatapos na macapagpahid ng pawis si capitan Bas...
20-62,canyang,kanyang,Safe List: canyang,Iniisip ng aking isip na ako'y sumasaguitna ng cag...
20-64,canyang,kanyang,Safe List: canyang,At taglay ang buong pagkalugod sa canyang sariling...
20-64,canyang,kanyang,Safe List: canyang,At taglay ang buong pagkalugod sa canyang sariling...
20-64,canyang,kanyang,Safe List: canyang,At taglay ang buong pagkalugod sa canyang sariling...
20-64,canyang,kanyang,Safe List: canyang,At taglay ang buong pagkalugod sa canyang sariling...
20-64,canyang,kanyang,Safe List: canyang,At taglay ang buong pagkalugod sa canyang sariling...
20-64,canyang,kanyang,Safe List: canyang,At taglay ang buong pagkalugod sa canyang sariling...
20-67,canyang,kanyang,Safe List: canyang,Inilarawan naman ng canyang mga kaibigan sa kanila...
20-116,canyang,kanyang,Safe List: canyang,Natacpang lubos ang canyang voces ng mga bulongbul...
20-126,capitan,kapitan,Capitan Policy,Huminging pahintulot ang capitan ng mga cuadriller...
20-151,canyang,kanyang,Safe List: canyang,Napilitan si Don Filipong iurong ang canyang panuc...
20-153,canyang,kanyang,Safe List: canyang,—Ipinamamanhic ko sa inyong mga camahalang ipagpau...
20-160,capitan,kapitan,Capitan Policy,—ang pasiya ni capitan Basilio....
20-181,canyang,kanyang,Safe List: canyang,—ang inulit ng canyang mga cacampi....
20-198,capitan,kapitan,Capitan Policy,"—¡Sacali't may lumalabas na mga cuadrillero, aking..."
20-203,canyang,kanyang,Safe List: canyang,Namumutla ang teniente mayor: napuno ng mga luha a...
20-207,canyang,kanyang,Safe List: canyang,At sa canyang galac sa canyang pagkapanghiganti at...
20-207,canyang,kanyang,Safe List: canyang,At sa canyang galac sa canyang pagkapanghiganti at...
20-207,canyang,kanyang,Safe List: canyang,At sa canyang galac sa canyang pagkapanghiganti at...
20-246,canyang,kanyang,Safe List: canyang,—Aking ipinangaco sa curang magaganap ang canyang ...
21-1,canyang,kanyang,Safe List: canyang,"Tumatacbo si Sisang patungo sa canyang bahay, tagl..."
21-3,canyang,kanyang,Safe List: canyang,"Ibig ng inang iligtas ang canyang mga anak, ngunit..."
21-7,canyang,kanyang,Safe List: canyang,¿Saan tumacas ang canyang anak na si Crispin?...
21-8,canyang,kanyang,Safe List: canyang,Nang malapit na siya sa canyang bahay ay canyang n...
21-8,canyang,kanyang,Safe List: canyang,Nang malapit na siya sa canyang bahay ay canyang n...
21-8,canyang,kanyang,Safe List: canyang,Nang malapit na siya sa canyang bahay ay canyang n...
21-9,canyang,kanyang,Safe List: canyang,Hindi mangyayaring maisaysay kung ano ang dinamdam...
21-10,canyang,kanyang,Safe List: canyang,Hindi caila sa kanya ang canpangahasan ng mga taon...
21-12,canyang,kanyang,Safe List: canyang,Hindi sinasadya'y itinaas ni Sisa ang canyang mga ...
21-13,canyang,kanyang,Safe List: canyang,Huminto siya upang piguilin ang pangangatal na lum...
21-14,canyang,kanyang,Safe List: canyang,Iniiwan na ng mga sundalo ang canyang bahay at sil...
21-15,canyang,kanyang,Safe List: canyang,Nacahinga siya at lumacas ang canyang loob....
21-18,canyang,kanyang,Safe List: canyang,"Kahi't sunuguin ng mga sundalo ang canyang bahay, ..."
21-18,canyang,kanyang,Safe List: canyang,"Kahi't sunuguin ng mga sundalo ang canyang bahay, ..."
21-19,canyang,kanyang,Safe List: canyang,"Muling tinitigan niya, sa pagpapasalamat, ang lang..."
21-20,canyang,kanyang,Safe List: canyang,Nang malapit na si Sisa sa mga catacot-tacot na mg...
21-21,canyang,kanyang,Safe List: canyang,Bahagya pa lamang nangacacaraan sa canyang tabi ay...
21-21,canyang,kanyang,Safe List: canyang,Bahagya pa lamang nangacacaraan sa canyang tabi ay...
21-23,canyang,kanyang,Safe List: canyang,"Hindi kinukusa'y lumapit si Sisa, at naramdaman ni..."
21-23,canyang,kanyang,Safe List: canyang,"Hindi kinukusa'y lumapit si Sisa, at naramdaman ni..."
21-47,canyang,kanyang,Safe List: canyang,—Kung gayon—ang ipinagpatuloy ng sundalo ng madala...
21-73,canyang,kanyang,Safe List: canyang,"Tinacpan ng panyo ang mukha, at sa paglacad niyang..."
21-74,canyang,kanyang,Safe List: canyang,"Napagtatalastas niya ang canyang cahirapan, nalala..."
21-74,canyang,kanyang,Safe List: canyang,"Napagtatalastas niya ang canyang cahirapan, nalala..."
21-74,canyang,kanyang,Safe List: canyang,"Napagtatalastas niya ang canyang cahirapan, nalala..."
21-78,canyang,kanyang,Safe List: canyang,Ang ilan sa kanila'y ng magdaan isang araw sa hara...
21-79,canyang,kanyang,Safe List: canyang,"Ngayo'y ng mangagdaan sila sa canyang tabi, sa aca..."
21-79,canyang,kanyang,Safe List: canyang,"Ngayo'y ng mangagdaan sila sa canyang tabi, sa aca..."
21-81,canyang,kanyang,Safe List: canyang,Inihiwala niyang sandali ang panyo sa canyang mukh...
21-81,canyang,kanyang,Safe List: canyang,Inihiwala niyang sandali ang panyo sa canyang mukh...
21-86,canyang,kanyang,Safe List: canyang,nagdaan ang mga araw na iyong tulad sa panag-inip;...
21-89,canyang,kanyang,Safe List: canyang,—ang canyang isinagot na nangingilabot....
21-91,canyang,kanyang,Safe List: canyang,Sa malaking sama ng canyang loob ay siya'y luminga...
21-92,Canyang,Kanyang,Safe List: canyang,Canyang pinagsisihan ang canyang pagkasama sa mga ...
21-92,canyang,kanyang,Safe List: canyang,Canyang pinagsisihan ang canyang pagkasama sa mga ...
21-92,canyang,kanyang,Safe List: canyang,Canyang pinagsisihan ang canyang pagkasama sa mga ...
21-93,canyang,kanyang,Safe List: canyang,"Ngunit ang pagkaalaala niya sa canyang mga anak, s..."
21-93,canyang,kanyang,Safe List: canyang,"Ngunit ang pagkaalaala niya sa canyang mga anak, s..."
21-93,canyang,kanyang,Safe List: canyang,"Ngunit ang pagkaalaala niya sa canyang mga anak, s..."
21-95,canyang,kanyang,Safe List: canyang,"Pinahiran ng luha ang canyang mga mata, pagpilit n..."
21-97,canyang,kanyang,Safe List: canyang,Hindi mapaglirip ang anyo ng canyang pagkapanalita...
21-104,canyang,kanyang,Safe List: canyang,Bumati ng masaclap na ngiti sa dalawang cakilala n...
21-104,canyang,kanyang,Safe List: canyang,Bumati ng masaclap na ngiti sa dalawang cakilala n...
21-110,canyang,kanyang,Safe List: canyang,"Yao'y isang babaeng walang tapis, dilaw at verde a..."
21-112,canyang,kanyang,Safe List: canyang,Sandaling tumunghay upang siya'y magsawa sa libac ...
21-116,canyang,kanyang,Safe List: canyang,Tulad sa walang pag-iisip na nawasac ang nacapagpa...
21-117,canyang,kanyang,Safe List: canyang,"At hindi siya nacakikita ng ano man, walang ano ma..."
21-118,lacas,lakas,Safe List: lacas,"Tinunuton niya ang pinanggalingan ng voces, na hum..."
21-130,buhoc,buhok,Safe List: buhoc,"Dalawang horas ang itinagal doon ni Sisa, sa isang..."
21-135,canyang,kanyang,Safe List: canyang,—¡Kung ibig niyang masumpong ang sa kanya'y nawala...
21-138,canyang,kanyang,Safe List: canyang,Nang makita ni Sisang siya'y sumasaguitna ng daan ...
21-140,canyang,kanyang,Safe List: canyang,Sa cawacasa'y dumating din si Sisa sa canyang mali...
21-143,canyang,kanyang,Safe List: canyang,Bumalic sa canyang bahay ang culang palad at nagpa...
21-146,canyang,kanyang,Safe List: canyang,Inuulit ng alingangaw ang canyang voces: ang matim...
21-147,canyang,kanyang,Safe List: canyang,"Muling tumatawag, umaacya't sa isang mataas na lup..."
21-148,canyang,kanyang,Safe List: canyang,"Muling pumanhik sa canyang maliit na bahay, naupo ..."
21-150,canyang,kanyang,Safe List: canyang,Datapwa't marahil hindi nakita ni Sisa ang gayong ...
21-151,canyang,kanyang,Safe List: canyang,Nagpatuloy rin siya ng pagpapalacadlacad sa magcab...
21-152,canyang,kanyang,Safe List: canyang,"Sa buong gabi, pagka umaatungal ang unos, at lumil..."
21-154,lacas,lakas,Safe List: lacas,Pinagcalooban siya marahil ng Langit ng ilang hora...
21-154,canyang,kanyang,Safe List: canyang,Pinagcalooban siya marahil ng Langit ng ilang hora...
22-5,canyang,kanyang,Safe List: canyang,"Sila'y nangatutuwa sa gayong pagdating, palibhasa'..."
22-6,canyang,kanyang,Safe List: canyang,"—""Madalas na siya'y natitigagal at anaki'y nakalil..."
22-6,canyang,kanyang,Safe List: canyang,"—""Madalas na siya'y natitigagal at anaki'y nakalil..."
22-7,canyang,kanyang,Safe List: canyang,"Namamasid ng ""cocinerong"" siya'y namamayat ng nama..."
22-13,canyang,kanyang,Safe List: canyang,Datapwat lalo ng lumaki ang mga usap-usapan ng mak...
22-14,canyang,kanyang,Safe List: canyang,Sino ma'y walang nacacagunita kay Sisa at sa canya...
22-16,bulaclac,bulaklak,Safe List: bulaclac,Lumililim sa bintanang iyon ang mga bulaclac at mg...
22-17,bulaclac,bulaklak,Safe List: bulaclac,Bumubulong ang kanilang mga labi ng mga salitang h...
22-19,buhoc,buhok,Safe List: buhoc,Mga azul daw ang kanilang mga mata at ang kanilang...
22-19,bulaclac,bulaklak,Safe List: bulaclac,Mga azul daw ang kanilang mga mata at ang kanilang...
22-28,canyang,kanyang,Safe List: canyang,Nacasasama sa akin ang canyang mga matang malalali...
22-29,canyang,kanyang,Safe List: canyang,"Pagka ako'y kinacausap niya, siya'y may isang voce..."
22-40,canyang,kanyang,Safe List: canyang,Nangangatal ang voces niya at sa malayo ang canyan...
22-42,bulaclac,bulaklak,Safe List: bulaclac,"Ito ang pinaca ""otoño"" at ""primavera"" namin, nanla..."
23-3,buhoc,buhok,Safe List: buhoc,Pagkakita sa kanilang mga mukhang ang cabataa'y tu...
23-3,canyang,kanyang,Safe List: canyang,Pagkakita sa kanilang mga mukhang ang cabataa'y tu...
23-3,canyang,kanyang,Safe List: canyang,Pagkakita sa kanilang mga mukhang ang cabataa'y tu...
23-18,canyang,kanyang,Safe List: canyang,—ang ipinagwica ng canyang pinsang si Victoria....
23-35,canyang,kanyang,Safe List: canyang,"Bagamat hindi nililimot ni Ibarra ang cahinhinan, ..."
23-37,bulaclac,bulaklak,Safe List: bulaclac,Doo'y kanilang nakita ang dalawang bangcang nagcac...
23-38,canyang,kanyang,Safe List: canyang,"Dinala roon ni Ibarra ang canyang alfombra, mga ma..."
23-51,canyang,kanyang,Safe List: canyang,""" na ito'y gawa ng isang curot na sa capanahuna'y ..."
23-69,canyang,kanyang,Safe List: canyang,"—ang patibay na sabi ng seminarista, at sa kanila'..."
23-77,canyang,kanyang,Safe List: canyang,"—ang patuloy na sigaw ni Albino, at canyang itinut..."
23-111,bulaclac,bulaklak,Safe List: bulaclac,Di caguinsaguinsa'y dumarating na dala ng agos ang...
23-119,canyang,kanyang,Safe List: canyang,Siya'y isang binatang napagkikilalang malacas sa c...
23-119,canyang,kanyang,Safe List: canyang,Siya'y isang binatang napagkikilalang malacas sa c...
23-119,canyang,kanyang,Safe List: canyang,Siya'y isang binatang napagkikilalang malacas sa c...
23-120,canyang,kanyang,Safe List: canyang,Nahuhulog sa canyang malusog na liig ang canyang m...
23-120,canyang,kanyang,Safe List: canyang,Nahuhulog sa canyang malusog na liig ang canyang m...
23-120,buhoc,buhok,Safe List: buhoc,Nahuhulog sa canyang malusog na liig ang canyang m...
23-120,canyang,kanyang,Safe List: canyang,Nahuhulog sa canyang malusog na liig ang canyang m...
23-120,canyang,kanyang,Safe List: canyang,Nahuhulog sa canyang malusog na liig ang canyang m...
23-120,canyang,kanyang,Safe List: canyang,Nahuhulog sa canyang malusog na liig ang canyang m...
23-120,canyang,kanyang,Safe List: canyang,Nahuhulog sa canyang malusog na liig ang canyang m...
23-122,canyang,kanyang,Safe List: canyang,"Nahabag ang dalaga sa canyang pag-iisa, kaya't cum..."
23-125,canyang,kanyang,Safe List: canyang,Hindi nacapagpapacunot ng alin mang bahagui ng can...
23-125,canyang,kanyang,Safe List: canyang,Hindi nacapagpapacunot ng alin mang bahagui ng can...
23-145,canyang,kanyang,Safe List: canyang,"Naghanda ng hugas-bigas, mga camatis at camias, at..."
23-147,canyang,kanyang,Safe List: canyang,Upang libangin ang cainipan ng mga nagmimithing ma...
23-153,canyang,kanyang,Safe List: canyang,"""Ang cancion ng Matrimonio'y"" isang magandang tula..."
23-164,lacas,lakas,Safe List: lacas,"Yao'y gawa ng naging seminaristang si Albino, na h..."
23-164,canyang,kanyang,Safe List: canyang,"Yao'y gawa ng naging seminaristang si Albino, na h..."
23-178,canyang,kanyang,Safe List: canyang,"—ang sinabi niya, na hinihipo ang canyang mga bisi..."
23-225,canyang,kanyang,Safe List: canyang,"Iya'y siya na nagpupumiglas, datapwat siya'y nabab..."
23-240,canyang,kanyang,Safe List: canyang,Ipinagcaloob ni Leong ang piloto'y siyang humalili...
23-261,canyang,kanyang,Safe List: canyang,"Malaking buaya iyon, na gaya na nga ng ibinalita n..."
23-262,canyang,kanyang,Safe List: canyang,"Umaatungal na parang vaca, hinahagkis ng canyang b..."
23-262,canyang,kanyang,Safe List: canyang,"Umaatungal na parang vaca, hinahagkis ng canyang b..."
23-262,canyang,kanyang,Safe List: canyang,"Umaatungal na parang vaca, hinahagkis ng canyang b..."
23-264,canyang,kanyang,Safe List: canyang,Nang wala na sa tubig at ng mailagay na sa ibabaw ...
23-264,canyang,kanyang,Safe List: canyang,Nang wala na sa tubig at ng mailagay na sa ibabaw ...
23-270,canyang,kanyang,Safe List: canyang,Lumucso sa malalim na tubigang binatang mangingisd...
23-270,canyang,kanyang,Safe List: canyang,Lumucso sa malalim na tubigang binatang mangingisd...
23-274,canyang,kanyang,Safe List: canyang,Nalimutan ni Andeng na macaatlo ng sumulac ang can...
23-282,canyang,kanyang,Safe List: canyang,—¡Kung di sana ako nacabalic at ikaw ay sumunod sa...
23-284,canyang,kanyang,Safe List: canyang,Hindi nalilimutan ni Ibarrang doon humihimlay ang ...
23-291,canyang,kanyang,Safe List: canyang,"—At ang bagay na ito'y nagpapatotoo,—ang iniwacas ..."
23-306,bulaclac,bulaklak,Safe List: bulaclac,Doo'y sa lilim at sa tabi ng malinaw na batis ay m...
24-1,canyang,kanyang,Safe List: canyang,"Maaga, maagang maaga ng magmisa si pari Salvi, at ..."
24-4,canyang,kanyang,Safe List: canyang,"May sakit ang pari,—ang sinasabi ng ""cocinero,"" sa..."
24-6,canyang,kanyang,Safe List: canyang,"Nalalao'y lalong nanglalalim ang canyang mga mata,..."
24-8,canyang,kanyang,Safe List: canyang,Hindi man lamang sinalang ang pangalawang taza ng ...
24-9,canyang,kanyang,Safe List: canyang,"Hiningi, sa cawacasan, ang canyang ""coche"", nag-ay..."
24-12,bulaclac,bulaklak,Safe List: bulaclac,Mga bulaclac na kusang sumisibol na ang marami sa ...
24-14,canyang,kanyang,Safe List: canyang,Malaonlaon din siyang nagpalacadlacad sa casucalan...
24-14,canyang,kanyang,Safe List: canyang,Malaonlaon din siyang nagpalacadlacad sa casucalan...
24-15,canyang,kanyang,Safe List: canyang,Bigla siyang tumiguil: masasayang mga halakhakan a...
24-27,canyang,kanyang,Safe List: canyang,"Ang lalong magaling, kung macacasumpong tayo ng pu..."
24-34,canyang,kanyang,Safe List: canyang,"Nakita ni pari Salvi, mula sa canyang pinagtatagua..."
24-36,buhoc,buhok,Safe List: buhoc,Nacalugay ang kanilang buhoc at hubad ang kanilang...
24-37,bulaclac,bulaklak,Safe List: bulaclac,Samantalang naghahanap sila ng isang bagay na hind...
24-40,canyang,kanyang,Safe List: canyang,"Haling, nanglulupaypay, pigta ng pawis umalis si p..."
24-40,canyang,kanyang,Safe List: canyang,"Haling, nanglulupaypay, pigta ng pawis umalis si p..."
24-43,bulaclac,bulaklak,Safe List: bulaclac,Napapamutihan ang paliguang iyon ng dahon ng mga n...
24-46,capitan,kapitan,Capitan Policy,"Doo'y naroroon ang alferez, ang coadjutor, ang gob..."
24-48,canyang,kanyang,Safe List: canyang,At napahinuhod ng buong galac ng loob ang balitang...
24-51,canyang,kanyang,Safe List: canyang,"—ang itinanong sa kanya ng alferez, ng makita nito..."
24-51,canyang,kanyang,Safe List: canyang,"—ang itinanong sa kanya ng alferez, ng makita nito..."
24-54,canyang,kanyang,Safe List: canyang,"—ang isinagot ni pari Salvi, at ibinaba ang canyan..."
24-54,canyang,kanyang,Safe List: canyang,"—ang isinagot ni pari Salvi, at ibinaba ang canyan..."
24-55,canyang,kanyang,Safe List: canyang,"Nangagbubucas ng mga botella ng limonada, nangagbi..."
24-55,canyang,kanyang,Safe List: canyang,"Nangagbubucas ng mga botella ng limonada, nangagbi..."
24-55,buhoc,buhok,Safe List: buhoc,"Nangagbubucas ng mga botella ng limonada, nangagbi..."
24-59,canyang,kanyang,Safe List: canyang,"Sa cawacasa'y lumabas si Maria Clara sa paliguan, ..."
24-59,bulaclac,bulaklak,Safe List: bulaclac,"Sa cawacasa'y lumabas si Maria Clara sa paliguan, ..."
24-60,canyang,kanyang,Safe List: canyang,"Inihandog niya ang unang ngiti kay Crisostomo, at ..."
24-63,capitan,kapitan,Capitan Policy,"Nangagsiupo sa mesang pinangunguluhan ni Ibarra, a..."
24-75,canyang,kanyang,Safe List: canyang,"—ang tanong ng alferez, na tinitingnan ang fraile,..."
24-87,canyang,kanyang,Safe List: canyang,Sa ganito'y siyang pagsipot ng isang babaeng namum...
24-87,canyang,kanyang,Safe List: canyang,Sa ganito'y siyang pagsipot ng isang babaeng namum...
24-91,canyang,kanyang,Safe List: canyang,Ngunit ipinagpatuloy ng babae ang canyang paglacad...
24-91,canyang,kanyang,Safe List: canyang,Ngunit ipinagpatuloy ng babae ang canyang paglacad...
24-103,canyang,kanyang,Safe List: canyang,—Ang babaeng iya'y dinakip ng inyo pong mga sundal...
24-109,canyang,kanyang,Safe List: canyang,—¡Hanapin ninyo ang babaeng iyan—ang ipinag-utos n...
24-113,canyang,kanyang,Safe List: canyang,Inubos ininom ng cura ang vaso ng alac na na sa ca...
24-116,canyang,kanyang,Safe List: canyang,At hindi tinapos ang canyang salita kung di ang gi...
24-116,canyang,kanyang,Safe List: canyang,At hindi tinapos ang canyang salita kung di ang gi...
24-130,canyang,kanyang,Safe List: canyang,—ang inulit ng alferez na canyang minamasdan ang m...
24-133,canyang,kanyang,Safe List: canyang,—Sa nangyayari'y aking nakikitang bucod sa hindi k...
24-135,canyang,kanyang,Safe List: canyang,—ang isinalabat ni Crisostomo ng canyang makitang ...
24-136,canyang,kanyang,Safe List: canyang,Inaacala kong ipagcatiwala ang pag-aalaga sa babae...
24-146,canyang,kanyang,Safe List: canyang,"Hinarap ng mga matatandang babae, gayon man, ang c..."
24-146,canyang,kanyang,Safe List: canyang,"Hinarap ng mga matatandang babae, gayon man, ang c..."
24-149,canyang,kanyang,Safe List: canyang,"Nang na sa calaghatian na ang laro, tumanggap si I..."
24-150,canyang,kanyang,Safe List: canyang,"Itinago niya sa canyang ""cartera"" ang telegrama, n..."
24-150,canyang,kanyang,Safe List: canyang,"Itinago niya sa canyang ""cartera"" ang telegrama, n..."
24-156,canyang,kanyang,Safe List: canyang,"—ang muling sinabi ni Ibarra, na pinagbabalaan ng ..."
24-161,canyang,kanyang,Safe List: canyang,"At nagtindig siya, pagkapagcaloob sa canyang calab..."
24-182,canyang,kanyang,Safe List: canyang,—Ibiguin man niya't hindi'y siya'y pinatanong nami...
24-191,canyang,kanyang,Safe List: canyang,"Iniabsang ni Ibarra ang mga ""dado"" at alinsunod sa..."
24-203,canyang,kanyang,Safe List: canyang,"—ang itinanong niya, na nangangatal ang voces sa l..."
24-221,canyang,kanyang,Safe List: canyang,"—ang sa cawacasa'y naitanong ng cura, at kinuha an..."
24-235,canyang,kanyang,Safe List: canyang,"Sa malaking catuwaan ni Ibarra, sa pagkapagbigay n..."
24-235,canyang,kanyang,Safe List: canyang,"Sa malaking catuwaan ni Ibarra, sa pagkapagbigay n..."
24-265,canyang,kanyang,Safe List: canyang,"Kinagat ng sargento ang canyang mga bigote, at sa ..."
24-265,canyang,kanyang,Safe List: canyang,"Kinagat ng sargento ang canyang mga bigote, at sa ..."
24-285,canyang,kanyang,Safe List: canyang,"—¡Wala, totoo lamang mapanglaw ang canyang tingin:..."
25-1,canyang,kanyang,Safe List: canyang,"Pagka umaga ng kinabucasan, pagkatapos na madalaw ..."
25-4,canyang,kanyang,Safe List: canyang,Maingat na itinali ni Ibarra ang canyang kabayo sa...
25-4,canyang,kanyang,Safe List: canyang,Maingat na itinali ni Ibarra ang canyang kabayo sa...
25-5,canyang,kanyang,Safe List: canyang,"Ang unang nakita niya'y ang matanda, na nacayucod ..."
25-7,canyang,kanyang,Safe List: canyang,Lubhang nalilibang ang matanda sa canyang ginagawa...
25-28,canyang,kanyang,Safe List: canyang,"Madaling madaling siniyasat ang aclat, sa pagka ii..."
25-28,bulaclac,bulaklak,Safe List: bulaclac,"Madaling madaling siniyasat ang aclat, sa pagka ii..."
