book_title,chapter_number,chapter_title,sentence_number,sentence_text
Noli Me Tangere,16,SI SISA,9,Nangyayaring macapagsaysáy ang mg̃a lábì niyá ng̃ mg̃a pagbátì; ng̃uni't sumísigaw ang canyang ísip ng̃ mg̃a daing at nagsásalitâ ng̃ mg̃a hinanakít.
Noli Me Tangere,16,SI SISA,10,¿Cayó bagá'y mang̃asísiyahan.
Noli Me Tangere,16,SI SISA,11,"Icáw na pumuri sa carukhâan, at cayó namán, mg̃a aninong pinahihirapan, sa waláng pamúting panalang̃in ng̃ dukhâ, na sinasaysay sa haráp ng̃ isáng estampang masamâ ang pagcacágawâ, na liniliwanagan ng̃ ílaw ng̃ isáng timsím, ó bacâ cayâ ang ibig ninyo'y ang may mg̃a candílang malalakí sa haráp ng̃ mg̃a Cristong sugatán, ng̃ mg̃a Virgeng malilíit ang bibíg at may mg̃a matáng cristal, mg̃a misang wícang latíng ipinang̃ung̃usap ng̃ mg̃a sacerdoteng hindî inuunawà ang sinasabi?"
Noli Me Tangere,16,SI SISA,12,"At icáw, Religióng ilinaganap na talagáng úcol sa sangcataohang nagdaralità, ¿nalimutan mo na cayâ ang catungculan mong umalíw sa naaapi sa canyáng carukhâan, at humiyâ sa macapangyarihan sa canyáng capalalûan, at ng̃ayó'y may laan ca lamang na mg̃a pang̃ácò sa mg̃a mayayaman, sa mg̃a táong sa iyó'y macapagbabayad?"
Noli Me Tangere,16,SI SISA,13,"Ang caawaawang tao'y nagpúpuyat sa guitnâ ng̃ canyáng mg̃a anác na nang̃atutulog sa canyáng síping; iniisip ang mg̃a bulang dapat bilhín upang mápahing̃aláy ang mg̃a magulang at ang namatáy na esposo.—""Ang píso—anyá—ang píso'y isáng linggóng caguinhawahan ng̃ aking mg̃a anác; isáng linggóng mg̃a tawanan at mg̃a catuwâan, ang aking inimpóc sa bóong isáng buwan, isáng casuutan ng̃ aking anác na babaeng nagdádalaga na.""—Datapuwa't kinacailang̃ang patayín mo ang mg̃a apóy na itó—ang wícà ng̃ voces na canyáng nárinig sa sermón—kinacailang̃ang icáw ay magpacahírap."
Noli Me Tangere,16,SI SISA,14,"""¡Tunay ng̃â!"
Noli Me Tangere,16,SI SISA,15,¡kinacailang̃an!
Noli Me Tangere,16,SI SISA,16,Hindî ililigtas ng̃ Iglesia ng̃ waláng bayad ang mg̃a pinacasisinta mong cálolowa: hindî ipinamímigay na waláng báyad ang mg̃a bula.
Noli Me Tangere,16,SI SISA,17,"Dápat mong bilhín ang bula, at hindî ang pagtulog cung gabí ang iyóng gágawin, cung dî ang pagpapagal."
Noli Me Tangere,16,SI SISA,18,"Samantala'y mailálantad ng̃ iyóng anác na babae ang bahágui nang catawáng dapat ilíhim sa nanonood; ¡magpacagútom ca, sa pagca't mahál ang halagá ng̃ láng̃it!"
Noli Me Tangere,16,SI SISA,19,¡Tunay na túnay ng̃â yátang hindî pumapasoc sa láng̃it ang mg̃a dukhâ!
Noli Me Tangere,16,SI SISA,20,"Nang̃agliliparan ang mg̃a caisipáng itó sa alang-alang na pag-itang mulâ sa sahíg na kinalalatagan ng̃ magaspáng na baníg, hanggáng sa palupong kinatatalîan ng̃ dúyang pinag-úuguyan sa sanggól na laláki."
Noli Me Tangere,16,SI SISA,21,Ang paghing̃á nitó'y maluág at payápà; manacânacang ng̃inung̃uyâ ang láway at may sinasabing dî mawatasan: nananaguinip na cumacain ang sicmurang gutóm na hindî nabusóg sa ibinigáy sa canyá ng̃ mg̃a capatíd na matatandâ.
Noli Me Tangere,16,SI SISA,22,"Ang mg̃a culiglíg ay humuhuning hindî nagbabago ang tínig at isinasaliw ang caniláng waláng humpáy at patupatuloy na írit sa mg̃a patlángpatláng na tin-ís na húni ng̃ cagaycáy na nacatagò sa damó ó ang butiking lumálabas sa canyáng bútás upang humánap ng̃ macacain, samantalang ang tucô, na wala ng̃ pinang̃ang̃anibang túbig ay isinusung̃aw ang canyáng ulo sa gúang ng̃ bulóc na púnò ng̃ cáhoy."
Noli Me Tangere,16,SI SISA,23,"Umaatung̃al ng̃ lubháng mapanglaw ang mg̃a áso doon sa daan, at sinasampalatayanan ng̃ mapamahíing nakikinig na silá'y nacacakita ng̃ mg̃a espíritu at ng̃ mg̃a anino."
Noli Me Tangere,16,SI SISA,24,"Datapuwa't hindi nakikita ng̃ mg̃a áso at ng̃ ibá pang mg̃a háyop ang mg̃a pagpipighatî ng̃ mg̃a tao, at gayón man, ¡gaano carami ang canilang mg̃a cahirapang tinítiis!"
Noli Me Tangere,16,SI SISA,25,"Doon sa maláyò sa bayan, sa isáng láyong may isáng horas, nátitira ang iná ni Basilio at ni Crispín, asáwa ng̃ isáng laláking waláng puso, at samantalang ang babae nagpipilit mabúhay at ng̃ macapag-arugà sa mg̃a anác, nagpapagalâgala at nagsasabong namán ang lalaki."
Noli Me Tangere,16,SI SISA,26,"Madalang na madálang silá cung magkíta, ng̃uni't lágui ng̃ kahapishapis ang nangyayari pagkikita."
Noli Me Tangere,16,SI SISA,27,"Unti-unting hinubdán ng̃ lalaki ang canyáng asáwa ng̃ mg̃a híyas upang may maipagvicio siyá at ng̃ walâ nang caanoano man si Sisa, upang magugol sa masasamáng mg̃a hingguíl ng̃ canyáng asawa, pinagpasimulâan nitóng siyá'y pahirapan."
Noli Me Tangere,16,SI SISA,28,"Mahinà, palibhasà, ang loob, malakí ang cahigtán ng̃ púsò cay sa pag-iísip, walâ siyáng nalalaman cung dî sumintá at tumáng̃is."
Noli Me Tangere,16,SI SISA,29,"Sa ganáng canyá'y ang canyáng asawa ang siyáng dios niyá,; ang mg̃a anác niyá'y siyáng canyang mg̃a ángel."
Noli Me Tangere,16,SI SISA,30,"Sa pagca't talastás ng̃ lalaki cung hanggáng saan ang sa canya'y pag-íbig at tacot, guinágawa namán niyá ang catulad ng̃ asal ng̃ lahát ng̃ mg̃a diosdiosan: sa aráw-áraw ay lumálalâ ang canyáng calupitan, ang pagca waláng áwà at ang pagcapatupatuloy ng̃ bawa't maibigan."
Noli Me Tangere,16,SI SISA,31,"Ng̃ múhang tanóng sa canyá si Sisa ng̃ minsang siyá'y sumipót sa báhay, na ang mukha'y mahiguít ang pagdidilim cay sa dati, tungcól sa panucalang ipasoc ng̃ sacristan si Basilio, ipinatúloy niyá ang paghahagpós ng̃ manóc, hindî siyá sumagot ng̃ oo ó ayaw."
Noli Me Tangere,16,SI SISA,32,"Hindî nang̃ahás si Sisang ulítin ang canyang pagtatanong; datapuwa't ang lubháng mahigpít na casalatán ng̃ caniláng pamumúhay at ang hang̃ád na ang mg̃a báta'y mang̃ag-áral sa escuelahan ng̃ bayan ng̃ pagbasa't pagsúlat, ang siyang sa canya'y pumílit na ipalútoy ang panucalà niya."
Noli Me Tangere,16,SI SISA,33,Ang canyang asawa'y hindî rin nagsabi ng̃ anó man.
Noli Me Tangere,16,SI SISA,34,"Nang gabíng yaon, icasampó't calahatî ó labíng-isá ang horas, ng̃ numiningning na ang mg̃a bituin sa lang̃it na pinaliwanag ng̃ unós, nacaupô si Sisa sa isáng bangcóng cahoy na pinagmamasdan ang ilang mg̃a sang̃á ng̃ cahoy na nagnining̃asning̃as sa calang may tatlóng batóng-buhay na may mg̃a dunggót."
Noli Me Tangere,16,SI SISA,35,"Nacapatong sa tatlóng batóng itó ó tungcô ang isang palayóc na pinagsasaing̃an, at sa ibabaw ng̃ mg̃a bága'y tatlóng tuyóng lawlaw, na ipinagbíbili sa halagang tatló ang dalawang cuarta."
Noli Me Tangere,16,SI SISA,36,"Nacapang̃alumbabà, minámasdan ang madilawdilaw at mahinang níng̃as ng̃ cawayang pagdaca'y naguiguing abó ang canyang madalíng malugnaw na bága; malungcót na ng̃itî ang tumatanglaw sa canyang mukhâ."
Noli Me Tangere,16,SI SISA,37,Nagugunità niya ang calugodlugód na bugtóng ng̃ palayóc at ng̃ apóy na minsa'y pinaturan sa canya ni Crispin.
Noli Me Tangere,16,SI SISA,38,Ganitó ang sinabi ng̃ batà:
Noli Me Tangere,16,SI SISA,39,"Batà pa si Sisa, at napagkikilalang ng̃ dacong úna'y siya'y maganda at nacahahalina cung cumílos."
Noli Me Tangere,16,SI SISA,40,"Ang canyang mg̃a mata, na gaya rin ng̃ canyang calolowang ibibigay niyang lahat sa canyang mg̃a anac, ay sacdal ng̃ gaganda, mahahabà ang mg̃a pilíc-mata at nacauukit cung tuming̃ín; mainam ang hayap ng̃ ilóng; marikít ang pagcacaanyô ng̃ canyang mg̃a labing namumutlâ."
Noli Me Tangere,16,SI SISA,41,"Siya ang tinatawag ng̃ mg̃a tagalog na ""cayumanguing caligatan,"" sa macatuwid baga'y cayumangguí, ng̃uni't isang cúlay na malínis at dalísay."
Noli Me Tangere,16,SI SISA,42,"Baga man batà pa siya'y dahil sa pighatî, ó dahil sa gútom, nagpapasimulâ na ng̃ paghupyac ang canyang namumutlang mg̃a pisng̃í; ang malagóng buhóc na ng̃ úna'y gayac at pamuti ng̃ canyang cataóhan, cung cayâ husay hindî sa pagpapaibiíg, cung dî sa pagca't kinaugalîang husayin: ang pusód ay caraniwan at walang mg̃a ""aguja"" at mg̃a ""peineta."""
Noli Me Tangere,16,SI SISA,43,May ilang araw nang hindî siya nacacaalis sa bahay at canyang tinatapos tabìin ang isang gawang sa canya'y ipinagbiling yarîin sa lalong madalíng panahóng abót ng̃ caya.
Noli Me Tangere,16,SI SISA,44,"Sa pagcaibig niyang macakita ng̃ salapî, hindî nagsimba ng̃ umagang iyón, sa pagca't maaabala siya ng̃ dalawang horas ang cauntian sa pagparoo't parito sa bayan:—¡namimilit ang carukhâang magcasala!—Ng̃ matapos ang canyang gawa'y dinala niya sa may-arì, datapuwa't pinang̃acuan siya nitó sa pagbabayad."
Noli Me Tangere,16,SI SISA,45,"Walâ siyang inísip sa boong maghapon cung dî ang mg̃a ligayang tatamuhin niya pagdatíng ng̃ gabí: canyang nabalitaang óowî ang canyang mg̃a anac, at canyang inísip na sila'y canyang pacaning magalíng."
Noli Me Tangere,16,SI SISA,46,"Bumilí ng̃ mg̃a lawlaw, pinitas sa canyang malíit na halamanan ang lalong magagandang camatis, sa pagca't nalalaman niyang siyang lalong minamasarap ni Crisping pagcain, nanghing̃î sa canyang capit bahay na si filósofo Tasio, na tumitira sa may mg̃a limangdaang metro ang layò sa canyang tahanan, ng̃ tapang baboy-ramó, at isang hità ng̃ patong-gubat, na pagcaing lalong minamasrap ni Basilio."
Noli Me Tangere,16,SI SISA,47,"At puspós ng̃ pag-asa'y isinaing ang lalong maputíng bigas, na siya rin ang cumúha sa guiícan."
Noli Me Tangere,16,SI SISA,48,"Yaón ng̃a nama'y isang hapúnang carapatdapat sa mg̃a cura, na canyang handâ sa caawaawang mg̃a batà."
Noli Me Tangere,16,SI SISA,49,"Datapuwa't sa isang sawîng palad na pagcacatao'y dumatíng ang asawa niya't kinain ang canin, ang tapang baboy ramó, ang hità ng̃ pato, limang lawlaw at ang mg̃a camatis."
Noli Me Tangere,16,SI SISA,50,"Hindî umiimic si Sisa, baga man ang damdam niya'y siya ang kinacain."
Noli Me Tangere,16,SI SISA,51,Nang busóg na ang lalaki'y naalaalang itanóng ang canyang mg̃a anac.
Noli Me Tangere,16,SI SISA,52,"Napang̃itî si Sisa, at sa canyang catowâa'y ipinang̃acò sa canyang sariling hindî siya maghahapunan ng̃ gabíng iyón; sa pagca't hindî casiya sa tatló ang nalabi."
Noli Me Tangere,16,SI SISA,53,"Itinanóng ng̃ ama ang canyang mg̃a anac, at ipinalalagay niya itóng higuít sa siya'y cumain."
Noli Me Tangere,16,SI SISA,54,Pagcatapos ay dinampót ng̃ lalaki ang manóc at nag-acalang yumao.
Noli Me Tangere,16,SI SISA,55,—¿Ayaw ca bang makita mo sila?—ang itinanóng na nang̃ang̃atal;—sinabi ni matandang Tasiong sila'y malalaon ng̃ cauntî; nacababasa na si Crispin ... marahil ay dalhín ni Basilio ang canyang sueldo.
Noli Me Tangere,16,SI SISA,56,"Ng̃ marinig itóng huling cadahilanan ng̃ pagpiguil sa canya'y humintô, nag-alinlang̃an, ng̃uni't nagtagumpay ang canyang mabuting angel."
Noli Me Tangere,16,SI SISA,57,—¡Cung gayó'y itira mo sa akin ang piso!—at pagcasabi ay umalis.
Noli Me Tangere,16,SI SISA,58,Tumang̃is ng̃ bóong capaitan si Sisa; ng̃uni't pagcaalaala sa canyang mg̃a anac ay natuyô ang mg̃a luhà.
Noli Me Tangere,16,SI SISA,59,"Mulî siyang nagsaing, at inihandâ ang tatlong lawlaw na natira: bawa't isa'y magcacaroon ng̃ isa't calahatì."
Noli Me Tangere,16,SI SISA,60,—¡Darating silang malakí ang pagcaibig na cumain!—ang iniisip niya:—malayò ang pinangagaling̃an at ang mg̃a sicmúrang gutóm ay walang púsò.
Noli Me Tangere,16,SI SISA,61,"Pinakingan niyang magalíng ang lahat ng̃ ing̃ay, masdan natin at hinihiwatigan niya ang lalong mahinang yabag:"
Noli Me Tangere,16,SI SISA,62,—Malacas at maliwanag ang lacad ni Basilio; marahan at hindî nacacawang̃is ang cay Crispin—ang iniisip ng̃ ina.
Noli Me Tangere,16,SI SISA,63,"Macaalawa ó macaatló ng̃ humúni ang calaw sa gúbat, mulâ ng̃ tumilà ang ulan, at gayón ma'y hindî pa dumarating ang canyang mg̃a anac."
Noli Me Tangere,16,SI SISA,64,"Inilagay niya ang mg̃a lawlaw sa loob ng̃ palayóc at ng̃ huwag lumamig, at lumapit sa pintuan ng̃ dampâ upang siya'y malibang ay umawit ng̃ marahan."
Noli Me Tangere,16,SI SISA,65,"Mainam ang canyang voces, at pagcâ narìrinig nilang siya'y umaawit ng̃ ""cundiman"", nang̃agsisiiyac, ayawan cung bakit."
Noli Me Tangere,16,SI SISA,66,Ng̃úni't ng̃ gabing iyó'y nang̃ang̃atal ang canyang voces at lumalabas ng̃ pahirapan ang tínig.
Noli Me Tangere,16,SI SISA,67,Itiniguil ang canyang pag-awit at tinitigan niya ang cadiliman.
Noli Me Tangere,16,SI SISA,68,"Sino ma'y walang nanggagaling sa bayan, liban na lamang sa hang̃ing nagpapahulog ng̃ tubig sa malalapad na mg̃a dahon ng̃ mg̃a saguing."
Noli Me Tangere,16,SI SISA,69,Caracaraca'y biglang nacakita ng̃ isang ásong maitím na sumipót sa harap niya; may inaamoy ang hayop na iyón sa landas.
Noli Me Tangere,16,SI SISA,70,"Natacot si Sisa, cumúha ng̃ isang bató at hinaguis."
Noli Me Tangere,16,SI SISA,71,Nagtatacbó ang asong umaatung̃al ng̃ pagcapanglawpanglaw.
Noli Me Tangere,16,SI SISA,72,"Hindî mapamahîin si Sisa, ng̃uni't palibhasa'y maráming totóo ang canyáng nárinig na mg̃a sinasabi tungcol sa mg̃a guníguní at sa mg̃a ásong maiitím' caya ng̃a't nacapangyári sa canyá ang laguím."
Noli Me Tangere,16,SI SISA,73,Dalidaling sinarhán ang pintô at naupô sa tabí ng̃ ílaw.
Noli Me Tangere,16,SI SISA,74,Nagpapatíbay ang gabí ng̃ mg̃a pinaniniwalaan at pinupuspos ng̃ panimdím ang aláng-álang ng̃ mg̃a malicmátang aníno.
Noli Me Tangere,16,SI SISA,75,"Nag-acálang magdasál, tumáwag sa Vírgen, sa Dios, upang caling̃áin nilá ang canyáng mg̃a anác, lálonglalò na ang canyáng bunsóng si Crispín."
Noli Me Tangere,16,SI SISA,76,"At hindî niyá sinásadya'y nalimutan niyá ang dasál at napatung̃o ang bóong pag-iisip niyá sa canilá, na anó pa't canyáng naaalaala ang mg̃a pagmumukhâ ng̃ báwa't isá sa canilá, yaóng mg̃a mukháng sa towî na'y ng̃umíng̃itî sa canyá cung natutulog, at gayón din cung nagíguising."
Noli Me Tangere,16,SI SISA,77,"Datapuwa't caguinsaguinsa'y naramdaman niyáng naninindíg ang canyáng mg̃a buhóc, nangdidilat ng̃ maínam ang canyáng mg̃a matá, malicmátà ó catotohanan, canyáng nakikitang nacatìndíg si Crispin sa tabí ng̃ calan, doón sa lugar na caraníwang canyáng inúup-an upang makipagsalitaan sa canyá."
Noli Me Tangere,16,SI SISA,78,Ng̃ayó'y hindî nagsasabi ng̃ anó mán; tinititigan siyá niyóng mg̃a matáng malalakí at ng̃umíng̃itî.
Noli Me Tangere,16,SI SISA,79,—¡Nánay!
Noli Me Tangere,16,SI SISA,80,¡bucsán ninyó!
Noli Me Tangere,16,SI SISA,81,"¡bucsán ninyó, nánay!—ang sabi ni Basilio, búhat sa labás."
Noli Me Tangere,16,SI SISA,82,Kinilabútan si Sisa at nawalâ ang malícmatà.
Noli Me Tangere,17,BASILIO,1,"Bahagyâ pa lamang nacapapasoc si Basiliong guiguirayguiray, nagpatínghulóg sa mg̃a bísig ng̃ canyáng iná."
Noli Me Tangere,17,BASILIO,2,Isáng dî masábing panglalamíg ang siyáng bumálot cay Sisa ng̃ makita niyáng nag-íisang dumatíng si Basilio.
Noli Me Tangere,17,BASILIO,3,Nagbantáng magsalitâ ay hindî lumabás ang canyáng voces; iníbig niyáng yacápin ang canyáng anác ay nawal-án siyá ng̃ lacás; hindî namán mangyaring umiyác siyá.
Noli Me Tangere,17,BASILIO,4,Ng̃uni't ng̃ makita niyá ang dugóng pumapalígò sa noo ng̃ bata'y siyá'y nacasigáw niyáng tínig na wári'y nagpapakilala ng̃ pagcalagót ng̃ isáng bagtìng ng̃ púsò.
Noli Me Tangere,17,BASILIO,5,—¡Mg̃a anác co!
Noli Me Tangere,17,BASILIO,6,"—¡Howág pô cayông mag-ala ala ng̃ anó man, nánay!—ang isinagót ni Basilio;—nátira pô sa convento pô si Crispin."
Noli Me Tangere,17,BASILIO,7,—¿Sa convento?
Noli Me Tangere,17,BASILIO,8,¿nátira sa convento?
Noli Me Tangere,17,BASILIO,9,¿Buháy?
Noli Me Tangere,17,BASILIO,10,Itining̃alâ ng̃ bátà sa canyáng iná ang canyáng mg̃a matá.
Noli Me Tangere,17,BASILIO,11,"—¡Ah!—ang isinigaw, na anó pa't ang lubháng malaking pighati'y naguing lubháng malaking catowâan."
Noli Me Tangere,17,BASILIO,12,"Si Sisa'y umiyác, niyácap ang canyáng anác at pinuspós ng̃ halíc ang may dugóng nôo."
Noli Me Tangere,17,BASILIO,13,—¡Buháy si Crispin!
Noli Me Tangere,17,BASILIO,14,"Iniwan mo siyá sa convento ... at ¿bákit may súgat ca, anác co?"
Noli Me Tangere,17,BASILIO,15,¿Nahúlog ca bâ?
Noli Me Tangere,17,BASILIO,16,At siniyasat siyá ng̃ boong pag-iíng̃at.
Noli Me Tangere,17,BASILIO,17,"—Ng̃ dalhín pô si Crispin ng̃ sacristan mayor ay sinábi sa áking hindî raw acó macaaalis cung dî sa icasampóng horas, at sa pagcá't malálim na ang gabí, acó'y nagtánan."
Noli Me Tangere,17,BASILIO,18,"Sa baya'y sinigawán acó ng̃ mg̃a sundalo ng̃ ""Quien vive,"" nagtatacbó acó, bumaríl silá at nahilahisan ng̃ isáng bála ang áking nóo."
Noli Me Tangere,17,BASILIO,19,"Natatacot acóng mahuli at papagpupunásin acó ng̃ cuartel, na abóy ng̃ pálò, na gaya ng̃ guinawâ cay Pablo, na hanggá ng̃ayó'y may sakít."
Noli Me Tangere,17,BASILIO,20,—¡Dios co!
Noli Me Tangere,17,BASILIO,21,¡Dios co!—ang ibinulóng ng̃ ináng kiníkilig—¡Siyá'y iyóng iniligtas!
Noli Me Tangere,17,BASILIO,22,"At sacâ idinugtóng, samantalang, humahanap ng̃ panaling damit, túbig, súcà, at balahibong maliliit ng̃ tagác:"
Noli Me Tangere,17,BASILIO,23,"—¡Isáng dálì pa at nápatay ca sana nilá, pinatáy sana nilá ang aking anác!"
Noli Me Tangere,17,BASILIO,24,¡Hindî guinúgunitâ ng̃ mg̃a guardia civil ang mg̃a iná!
Noli Me Tangere,17,BASILIO,25,—Ang sasabihin ninyó'y nahulog acó sa isáng cáhoy; huwág pô sánang maalaman nino mang acó'y pinaghágad.
Noli Me Tangere,17,BASILIO,26,—¿Bákit bâ nátira si Crispin?—ang itinanóng ni Sisa pagcatapos magawâ ang paggamot sa anác.
Noli Me Tangere,17,BASILIO,27,"Minasdán ni Basiliong isáng sandalî ang canyáng iná, niyácap niyá itó at sacâ, untiunting sinaysáy ang úcol sa dalawáng onza, gayón ma'y hindî niyá sinabi ang mg̃a pagpapahirap na guinagawà sa canyáng capatíd."
Noli Me Tangere,17,BASILIO,28,Pinapaghálò ng̃ mag-iná ang caniláng mg̃a lúhà.
Noli Me Tangere,17,BASILIO,29,—¡Ang mabaít cong si Crispin!
Noli Me Tangere,17,BASILIO,30,¡pagbintang̃án ang mabaít cong si Crispin!
Noli Me Tangere,17,BASILIO,31,"¡Dahiláng tayó'y dukhâ, at ang mg̃a dukháng gáya natin ay dapat magtiís ng̃ lahát!—ang ibinulòng ni Sisa, na tinitingnan ng̃ mg̃a matáng punô ng̃ lúhà ang tinghóy na nauubusan ng̃ lang̃ís."
Noli Me Tangere,17,BASILIO,32,Nanatiling malaónlaón ding hindî silá nag-imican.
Noli Me Tangere,17,BASILIO,33,—¿Naghapunan ca na bâ?—¿Hindî?
Noli Me Tangere,17,BASILIO,34,May cánin at may tuyóng lawláw.
Noli Me Tangere,17,BASILIO,35,"—Walâ acóng ""ganang"" cumain; túbig, túbig lámang ang íbig co."
Noli Me Tangere,17,BASILIO,36,"—¡Oo!—ang isinagót ng̃ iná ng̃ boong lungcót;—nalalaman co ng̃ hindî mo ibig ang tuyóng lawláw; hinandâan catá ng̃ ibáng bágay; ng̃uni't naparíto ang iyòng tátay, ¡caawaawang anác co!"
Noli Me Tangere,17,BASILIO,37,"—¿Naparito ang tátay?—ang itinanòng ni Basilio, at hindî kinucusa'y siniyasat ang mukhâ at ang mg̃a camáy ng̃ canyang iná."
Noli Me Tangere,17,BASILIO,38,"Nacapagsikíp sa púsò ni Sisa ang tanóng ng̃ canyáng anác, na pagdaca'y canyáng napag-abót ang cadahilanan, cayá't nagdumalíng idinugtóng:"
Noli Me Tangere,17,BASILIO,39,"—Naparito at ipinagtanóng cayó ng̃ mainam, ibig niyáng cayó'y makita; siya'y gutóm na gutóm."
Noli Me Tangere,17,BASILIO,40,Sinabing cung cayó raw ay nananatili sa pagpapacabaít ay mulî siyáng makikisama sa átin.
Noli Me Tangere,17,BASILIO,41,"—¡Ah!—ang isinalabat ni Basilio, at sa samâ, ng̃ canyáng lóob ay ining̃iwî ang canyáng mg̃a labî."
Noli Me Tangere,17,BASILIO,42,—¡Anác co!—ang ipínagwícà ni Sisa.
Noli Me Tangere,17,BASILIO,43,"—¡Ipatáwad pô ninyó, nánay!—ang mulíng isinagót na matigás ang anyô—¿Hindî bâ cayâ lálong magalíng na táyong tatlò na lámang, cayó, si Crispin at acó?—Ng̃uni't cayó po'y umíiyac; ipalagáy ninyóng walâ acóng sinabing anó man."
Noli Me Tangere,17,BASILIO,44,Nagbuntóng-hining̃á si Sisa.
Noli Me Tangere,17,BASILIO,45,"Sinarhán ni Sisa ang dampâ at tinabunan ng̃ abó ang caunting bága sa calán at ng̃ huwág mapugnáw, túlad sa guinagawâ ng̃ táo sa mg̃a damdámin ng̃ cálolowa; tacpán ang mg̃a damdaming iyán ng̃ abó ng̃ búhay na tinatawag na pag-wawalang-bahálâ, at ng̃ huwág mapugnáw sa pakikipanayám sa aráw-áraw sa áting mg̃a capowâ."
Noli Me Tangere,17,BASILIO,46,"Ibinulóng ni Basilio ang canyáng mg̃a dasál, at nahigâ sa tabí ng̃ canyáng iná na nananalang̃in ng̃ paluhód."
Noli Me Tangere,17,BASILIO,47,"Nacacaramdam ng̃ ínit at lamíg; pinagpilitang pumíkit at ang iniisip niyá'y ang canyáng capatîd na bunsô, na nag-aacalang tumulog sana ng̃ gabíng iyón sa sinapupunan ng̃ canyáng iná, at ng̃ayó'y marahil umíiyac at nang̃ang̃atal ng̃ tácot sa isáng súloc ng̃ convento."
Noli Me Tangere,17,BASILIO,48,"Umaaling̃awng̃aw sa canyáng mg̃a taíng̃a ang mg̃a sigáw na iyón, túlad sa pagcárinig niyá ng̃ siyá'y dóroon pa sa campanario; datapuwa't pinasimulâang pinalábò ang canyáng ísip ng̃ pagód na naturaleza at nanáog sa canyáng mg̃a matá ang ""espíritu"", ng̃ panaguimpán."
Noli Me Tangere,17,BASILIO,49,"Nakita niyá ang isáng cuartong tulugán, at doo'y may dalawáng candílang may níng̃as."
Noli Me Tangere,17,BASILIO,50,"Pinakíkinggán ng̃ curang madilím ang pagmumukhâ at may hawac na yantóc ang sinasabi sa ibáng wicà ng̃ sacrístan mayor, na cakilakilabot ang mg̃a kílos."
Noli Me Tangere,17,BASILIO,51,"Nang̃áng̃atal si Crispin, at paling̃apling̃ap ang matáng tumatang̃is sa magcabicabilâ, na párang may hinahanap na táo, ó isáng tagúan."
Noli Me Tangere,17,BASILIO,52,Hinaráp siyá ng̃ cura at tinatanong siyáng malakí ang gálit at humaguinît ang yantóc.
Noli Me Tangere,17,BASILIO,53,"Ang bata'y tumacbó at nagtagò sa licuran ng̃ sacristan; ng̃uni't siyá'y tinangnán nitó at inihandâ ang canyáng catawán sa sumusubong gálit ng̃ cura; ang caawaawang báta'y nagpupumiglás, nagsísicad, sumísigaw, nagpápatinghigâ, gumugulong, tumitindíg, tumatacas, nadudulas, nasusubasob at sinásangga ng̃ mg̃a camáy ang mg̃a hampás na sa pagca't nasusugatan ay bigláng itinatagò at umaatung̃al."
Noli Me Tangere,17,BASILIO,54,"Nakikita ni Basiliong namimilipit si Crispin, iniháhampas ang úlo sa tabláng yapacán; nakikita niyá at canyáng náririnig na humáhaguinit ang yantóc!"
Noli Me Tangere,17,BASILIO,55,"Sa lakíng pagng̃ang̃alit ng̃ canyáng bunsóng capatíd ay nagtindíg; sirâ ang isip sa dî maulatang pagcacahirap ay dinaluhong ang canyáng mg̃a verdugo, at kinagat ang cura sa camáy."
Noli Me Tangere,17,BASILIO,56,"Sumigáw ang cura't binitiwan ang yantóc; humawac ang sacristan mayor ng̃ isáng bastón at pinálò sa úlo si Crispin, natimbuang ang bátà sa pagcatulíg; ng̃ makita ng̃ curang siyá'y may sugat ay pinagtatadyacán si Crispin; ng̃uni't itô'y hindî na nagsásanggalang, hindî na sumísigaw: gumugulong sa tabláng parang isáng bagay na hindî nacacaramdam at nag-iiwan ng̃ bacas na basâ ..."
Noli Me Tangere,17,BASILIO,57,Ang voces ni Sisa ang siyáng sa canyá'y gumísing.
Noli Me Tangere,17,BASILIO,58,—¿Anó ang nangyayari sa iyo?
Noli Me Tangere,17,BASILIO,59,¿Bakit ca umíiyac?
Noli Me Tangere,17,BASILIO,60,—¡Nanag-ínip acó!...
Noli Me Tangere,17,BASILIO,61,¡Dios!—ang mariíng sábi ni Basilio at humílig na basâ ng̃ páwis.
Noli Me Tangere,17,BASILIO,62,"Panag-ínip iyón; sabihin pô ninyóng panag-ínip lámang, nánay, iyón; panag-ínip lámang!"
Noli Me Tangere,17,BASILIO,63,—¿Anó ang napang-ínip mo?
Noli Me Tangere,17,BASILIO,64,—Hindî sumagót ang bátà.
Noli Me Tangere,17,BASILIO,65,Naupô upang magpáhid ng̃ lúhà at ng̃ páwis.
Noli Me Tangere,17,BASILIO,66,Madilím sa loob ng̃ dampâ.
Noli Me Tangere,17,BASILIO,67,—¡Isáng panag-ínip!
Noli Me Tangere,17,BASILIO,68,¡isáng panag-ínip!—ang inuulit-úlit ni Basilio sa marahang pananalitâ.
Noli Me Tangere,17,BASILIO,69,—¡Sabihin mo sa akin cung anó ang iyóng pinanag-ínip; hindî acó mácatulog!—ang sinábi ng̃ iná ng̃ mulíng mahigâ ang canyáng anác.
