book_title,author,source,source_filename,chapter_index,chapter_title,para_index_in_chapter,global_para_index,text,text_type
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",11,XI LOS BAÑOS,155,659,At tuming̃ín kay Ben Zayb. Ikinisáp ng̃ mamamahayag ang kaniyáng matá.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,0,660,XII PLÁCIDO PENITENTE,chapter_title
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,1,661,Masamâ ang loób at halos ang mg̃a matá’y lumuluhà ng̃ lumalakad sa Escolta si Plácido Penitente upang tumung̃o sa Universidad ng̃ Sto. Tomás.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,2,662,"May mg̃a iláng linggó lamang na kararatíng na galing sa kaniyáng bayan at makálawá nang sumulat sa kaniyáng iná na ang iniuukilkil ay ang kaniyáng nasàng iwan ang pag-aaral upang umuwî at maghanap buhay. Sinagót siyá ng̃ kaniyáng iná na magtiístiís, makuha man lamang ang pagka bachiller en artes, sapagkâ’t sayang namáng iwan ang pag-aaral, matapos ang apat na taóng paggugugol at paghihirap ng̃ isá’t isá sa kanilá.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,3,663,"¿Saán buhat ang pag-ayáw ni Penitente sa pag-aaral, gayóng siya’y isá sa mg̃a masumigasig at bantóg sa paaraláng pinamamahalàan ni P. Valerio sa Tanawan? Doon ay nábibilang si Penitente na isá sa mg̃a lalòng mabuti sa latin at matalas sa pakikipagkatwiranan, na marunong gumusót at maghanay ng̃ mg̃a paguusap na lalòng magàan at walâng kahirapan; siyá ang inaarìng lalòng pinakamatalas ng̃ kaniyáng mg̃a kababayan, at dahil sa kabantugang iyon, ay ibinibilang na siyáng pilibustero ng̃ kaniyáng kura, katunayang lubós na hindî siyá hang̃ál ni táong walâng namumuwang̃an. Hindî máwatasan ng̃ kanyáng mg̃a kasama ang gayóng nasàng pag-uwî at iwan ang pag-aaral; walâ namáng nililigawan, hindî mánunugal, bahagyâ ng̃ marunong ng̃ hungkìan at kapang̃ahasan na sa kaniya ang pakikilarô ng̃ isáng rebesino; hindî naniniwalà sa payo ng̃ mg̃a prayle, kinukutyâ ang tandáng Basio, may salapîng higít sa kailang̃an, may mahuhusay na damít; ng̃unì’t gayón man, ay masamâ ang loób kung pumasok at kinasusuklamán ang mg̃a aklát.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,4,664,"Sa tuláy ng̃ España, na ang tang̃ìng bagay na tagláy na ukol sa España ay ang pang̃alan lamang, sapagkâ’t sampû ng̃ kaniyáng mg̃a bakal ay galing sa ibáng lupaín, ay nákatagpô ng̃ mahabàng hanay ng̃ mg̃a binatàng tung̃o sa loób ng̃ Maynilà upang pumasok sa kaníkaniláng páaraláng pinápasukan. Ang ilán ay suót tagá Europa, matutulin ang lakad, na dalá ang mg̃a aklát at kuaderno, may iniisip, inaalaala ang kaniláng mg̃a lisyón at mg̃a sinulat na iháharáp; ang mg̃a itó’y tagá Ateneo. Ang mg̃a tagá Letrán ay nápupuná sapagkâ’t lahát halos ay suot pilipino, silá ang lalòng makapál at walâng maraming aklát. Ang bihis ng̃ mg̃a tagá Universidad ay lalòng maayos at makisig, mararahan ang lakad at madalás pang tungkód ang dalá at hindî aklát. Ang kabatàang nag-aaral sa Pilipinas ay hindî mapangguló at mapag-ing̃áy; nang̃aglálakád na warì’y may iniisip; ang sino mang makakita sa kanilá ay magsasabing sa haráp ng̃ kaniláng mg̃a matá ay walâng anó mang pag-asang nátatanáw, ni magandáng kinábukasan. Kahi’t na sa mg̃a ilan iláng dako’y nakapagpapasayá sa hanay ang matalagháy at makulay na anyô ng̃ mg̃a nag-aaral na babai sa Escuela Municipal, na may mg̃a sintás sa balikat at bitbít ang kaniláng mg̃a pinag-aaralang aklát at kasunód ang kaniláng mg̃a alilà, ay bahagyâ nang máding̃ig ang isáng tawa, bahagyâ nang máding̃ig ang isáng aglahì; walâng mg̃a awitan; walâng masasayáng parunggít; kung bagá man ay mabibigát na birò, awayán ng̃ maliliit. Ang mg̃a malalakí ay karaniwan nang walâng kibô at maayos ang kagayakan na gaya ng̃ mg̃a nag-aaral na alemán.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,5,665,"Si Plácido ay naglálakád sa liwasan ni Magallanes upang pumasok sa butas—dating pintô—ng̃ Sto. Domingo nang biglâng tumanggáp ng̃ isáng tampál sa balikat na siyáng nakapagpaling̃ón sa kaniyáng biglâ, na masamâ ang ulo.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,6,666,"—¡Hoy, Penitente, hoy, Penitente!",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,7,667,"Ang tumampál palá ay ang kasama niyáng si Juanito Pelaez, ang mapaglang̃ís at minámahal ng̃ mg̃a gurô, walâng kapara sa kasamâán at kalikután, may ting̃íng mapanuksó at ng̃itîng mapagbirô. Anák ng̃ isáng mestisong kastilà, mayamang máng̃ang̃alakál ng̃ isá sa mg̃a arrabal, na umaasa sa katalinuhan ng̃ binatà; dahil sa kaniyáng pagkamakulabíd ay hindî náhuhulí sa ibá, may ugalìng mapagbirô ng̃ masamâ sa lahát at pagkatapos ay magkakanlóng sa likurán ng̃ mg̃a kasama at may katang̃ìtang̃ì siyáng kakubàan na lumálakí kailan ma’t may panunuksóng ginagawâ at nagtátawá.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,8,668,"—¿Nakapag-alíw ka bang mabuti, Penitente?—ang tanóng na kasabáy ang mg̃a malakás na pagtampál sa balikat.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,9,669,"—Ganoon, ganoon—ang sagót na may kamuhîán ni Plácido—¿at ikáw?",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,10,670,"—¡Mabuting mabuti! Sukat ba namáng anyayahan akó ng̃ kura sa Tiani, na sa kaniyáng bayan akó magpahing̃á; naparoón akó........ kaibigan! ¿Kilalá mo ba si P. Camorra? Siyá’y isáng kurang mapagpaumanhín, mabuting kaibigan, matapát, lubhâng mapagtapát, kagaya ni P. Paco.... At sa dahiláng maraming dalagang magagandá doón, ay nanapatan kamíng dalawa, ang pigil niyá’y gitarra at kumakantá ng̃ mg̃a peteneras at akó namá’y biolin.... Masasabi ko sa iyó, kaibigan, na gayón na lamang ang sayá namin; walâng bahay na hindî namin inakyát.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,11,671,"Bumulóng sa taing̃a ni Plácido ng̃ iláng salitâ at pagkatapos ay nagtawá. At sa dahiláng nagpakita ng̃ pagkakámanghâ si Plácido, ay idinagdág pang:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,12,672,"—¡Maisusumpâ ko sa iyó! At walâng hindî pangyayari, sapagkâ’t sa pamag-itan ng̃ isáng utos ng̃ pamahalàan ay maaarìng pawìin ang amá, asawa ó kapatíd at tapús ang salitàan! Gayón man ay nakátagpô kamí ng̃ isáng ung̃ás, katipán mandín ni Basilio sa akalà ko. Nápakaulól niyóng si Basilio! Magkaroón ba namán ng̃ niligawang hindî marunong ng̃ wikàng kastilà, walâng yaman at nagíng alilà pa! Masung̃it na masung̃ít ng̃unì’t magandá. Isáng gabí’y hinambalos ni P. Camorra ang dalawáng nanapatan sa kaniyá at salamat na lamang at hindî nang̃ápatáy. Ng̃unì’t gayón man ay masung̃ít pá rin ang babai. Datapwâ’y susukò rin siyá na gaya ng̃ ibá.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,13,673,Si Juanito Pelaez ay malakás na humáhalakhák na warì’y ikinaliligaya niyáng lubós ang gayón. Minasdán siyáng masamâ ang loób ni Plácido.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,14,674,—Hintáy ka palá ¿anó bá ang iniulat kahapon ng̃ katedrátiko?—ang tanóng na inibá ang sálitàan.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,15,675,—Kahapon ay walâng pasok.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,16,676,—¡Oho! At kamakalawá?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,17,677,"—¡Tao ka, Huebes, e!",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,18,678,—Siyá ng̃â palá ¡napakahayóp akó! ¿Alám mo Plácido na nagíging hayop akó? At noong Miérkoles?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,19,679,—¿Noong Miérkoles? Hintáy ka.... niyóng Miérkoles ay umambón.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,20,680,—¡Mainam! at noong Martés?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,21,681,"—Noong Martés ay pistá ng̃ katedrátiko at hinandugán namin siyá ng̃ isáng orkesta, kumpól ng̃ mg̃a bulaklák at ilán pang handóg....",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,22,682,"—¡Ah, putris!—ang bulalás ni Juanito—nakalimutan ko ng̃â palá, ¡napakahayop akó! At ¿itinanóng bá akó?",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,23,683,Kinibít ni Penitente ang kaniyáng balikat.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,24,684,"—Ayawán ko, ng̃unì’t ibinigáy sa kaniyá ang tálàan ng̃ mg̃a may gawâ ng̃ pista.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,25,685,—¡Putris!.... at noong Lunes ¿anó ang nangyari?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,26,686,"—Sa dahiláng siyáng unáng araw ng̃ pasukán ay binasa ang tálàan ng̃ mg̃a pang̃alan at itinakdâ ang lisyon: ang ukol sa mg̃a salamín. Tingnán mo; mulâ rito hanggáng doon, isasaulo, walâng labis walâng kulang.... tátalunán ang kaputol na ìtó at itó ang isúsunód.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,27,687,"At itinuturò ng̃ dalirì sa písika ni Ramos ang mg̃a dakong pag-aaralan, ng̃ bigláng sumalipadpad sa hang̃in ang aklát dahil sa isáng tampál na papaitaas na ibinigáy ni Juanito.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,28,688,"—Siyá bayàan mo ng̃â ang lisyón, mag ipít na araw na tayo.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,29,689,"Tinatawag na ipít na araw ng̃ mg̃a nag-aaral sa Maynilà, ang araw na napapagitnâ sa dalawáng kapistahan, na inaalís at pinapawì sa kaibigáng sarili ng̃ mg̃a nag-aaral.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,30,690,—¿Alám mo bang nápakahayop mo ng̃â?—ang tugóng pagalít ni Plácido samantalang pinupulot ang kaniyáng aklát at mg̃a papel.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,31,691,—Halinang mag ipít na araw—ang ulit ni Juanito.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,32,692,Ayaw si Plácido: hindî dahil sa pagkukulang ng̃ dalawá’y hindî itútulóy ang klase ng̃ mahigít sa isáng daa’t limang pû. Naaalaala ang mg̃a paghihirap at pag-iimpók ng̃ kaniyáng iná na siyáng nagbibigáy ng̃ ginugugol niyá sa Maynilà at siyáng nagsasalát.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,33,693,Nang mg̃a sumandalîng iyón ay pumapasok silá sa butas ng̃ Sto. Domingo.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,34,694,—Maalala ko palá—ang bulalás ni Juanito ng̃ mákita ang liwasan sa haráp ng̃ bahay-aduana—¿alám mo bang akó ang nátungkuláng mang̃ilak ng̃ ambágan?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,35,695,—¿Anóng ambagan?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,36,696,—Ang sa monumento.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,37,697,—¿Anóng monumento?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,38,698,—¡Alín pá! ang sa kay P. Baltazar ¿hindî mo ba nálalaman?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,39,699,—¿At sino ba ang P. Baltazar na iyán?,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,40,700,"—¡Abá! ¡isáng dominiko! Kayâ’t lumapit ang mg̃a parì sa mg̃a nag-aaral. ¡Sulong na, magbigáy ka na ng̃ tatló ó apat na piso upang mákitang tayo’y hindî maramot! Upang huwag masabing sa pagtatayô ng̃ isáng estátua ay ang alapót nilá ang dinukot. ¡Sulong na Placidete! hindî mawawalâng kabuluhán ang salapî mo!",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,41,701,At sinabayán ang salitâng itó ng̃ isáng makahulugáng kindát.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,42,702,"Naalaala ni Plácido iyong isáng nag-aaral na nakalalampás sa pagsusurì dahil sa paghahandóg ng̃ kanario, kayâ’t nagbigáy ng̃ tatlóng piso.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,43,703,"—Tingnán mo, isusulat kong maliwanag ang iyong pang̃alan upang mábasa ng̃ propesor, ¿nákikita mo bá? Plácido Penitente, tatlóng piso. ¡Ah! ¡tingnán mo! Sa loób ng̃ ikalabíng limang araw ay pistá ng̃ propesor sa Historia Natural.... Alám mong napakamasayá, na hindî naglalagáy ng̃ pagkukulang at hindî tumátanóng ng̃ lisyón. ¡Kaibigan, dapat tayong gumantí ng̃ utang na loób!",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,44,704,—¡Siyá ng̃â!,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,45,705,"—¿Anó, dapat ba nating handugán ng̃ isáng pistá? Ang orkesta ay dapat na magíng kaparis ng̃ dinalá ninyó sa katedrátiko sa Písika.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,46,706,—¡Siyá ng̃â!,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,47,707,"—¿Anó sa akalà mo kung gawín nating tigalawang piso ang ambagan? Sulong Placidíng, magpáuna ka sa pagbibigay, sa gayón ay máuuna ka sa talàan.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,48,708,"At sa dahiláng ibinigáy ng̃ walâng gatól ni Plácido ang hiníhing̃îng dalawáng piso, ay idinagdág ang:",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,49,709,"—Hoy, apat na ang ibigáy mo, at sakâ ko na isasaulì sa iyó ang dalawá; upáng magíng pain lamang.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,50,710,—Kung isasaulì mo rín ¿anó’t ibíbigay ko pá sa iyo? Sukat nang ilagáy mong apat.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,51,711,"—¡Ah, siyá ng̃â palá! nápakahayop akó! ¿alám mong nagiging hayop akó ng̃ayón? Ng̃unì’t ibigáy mo na rin sa akin upang ipakita ko sa ibá.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,52,712,"Upang huwag pabulaanan ni Plácido ang kura na naglagáy sa kaniyá ng̃ pang̃alan, ay ibinigáy ang hiníhing̃î sa kaniyá.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,53,713,Dumatíng silá sa Universidad.,paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,54,714,"Sa papasukan at sa hinabàhabà ng̃ banketa na nakalatag sa palibid ng̃ Unibersidad ay nang̃aghihintùan ang mg̃a nag-aaral na nag-aantáy ng̃ pagpanaog ng̃ mg̃a propesor. Ang mg̃a nag-aaral ng̃ taóng paghahandâ upáng mag-aral ng̃ Derecho, ikalimáng taón ng̃ segunda enseñanza, at ng̃ paghahandâ upáng mag-aral ng̃ Medicina ay nagkakahalobilo: ang mg̃a hulíng tinuran ay madalîng mákilala dahil sa kaniláng kagayakan at sa kaniláng kiyás na hindî nákikita sa ibá: ang marami sa kanilá ay galing sa Ateneo Municipal at kapiling nilá ang makatàng si Isagani na ipinakíkilala sa isáng kasama ang pang̃ang̃aninag ng̃ liwanag. Sa isáng pulutóng ay nagtatalotalo, nagkakatwiranan, bumabanggit ng̃ sinabi ng̃ propesor, ng̃ mg̃a nátatalâ sa aklát, ng̃ mg̃a principios escolásticos; sa ibáng pulutóng ay nagkukumpayan ng̃ mg̃a aklát, sa pamagitan ng̃ mg̃a tungkód ay iginuguhit sa lupà ang ibig ipakilala; sa dako pa roon ang nang̃alílibang namán sa panonood sa mg̃a mapanatang tumutung̃o sa kalapít na simbahan, at kung anó anó ang ibinubuhay dahil sa namamálas.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,55,715,"Isáng matandâng babai na akay ng̃ isáng dalaga ay papiláypiláy na nagdádasal; nakatung̃óng lumalákad ang binibini, natatakót-takót, nahihiyâng dumaan sa haráp ng̃ gayóng karaming tumíting̃ín; itinátaás ng̃ matandâ ang kaniyáng saya na kulay kapé ng̃ mg̃a kakapatid ni Sta. Rita, upang ipakita ang matatabâng paa at mg̃a medias na putî; kinagagalitan ang kaniyáng kasama at tinitingnán ng̃ masamâng ting̃ín ang mg̃a nanonood.",paragraph
ANG “FILIBUSTERISMO”[*] (Karugtóng ng̃ NOLI ME TANGERE),J. RIZAL,Project Gutenberg,"Ang _Filibusterismo_, by José Rizal_ A Project Gutenberg eBook.html",12,XII PLÁCIDO PENITENTE,56,716,"—¡Mg̃a saragate!—ang pang̃itng̃ít na bulóng—¡huwag mo siláng tingnán, itung̃ó mo ang iyong ulo!",paragraph
